"RESULTADO","DATA_EXECUCAO","PRODUTO","TEMPO_PLAN","TEMPO_REAL","OPERACAO","NOME","ID_PESSOA",
0,2013-01-08 00:00:00.000000000,"8YTZV",8.81,10.4,27,"Stéphane Mallarmé",58,
0,2011-04-13 00:00:00.000000000,"8YTZV",8.81,9.52,27,"Stéphane Mallarmé",58,
0,2010-05-22 00:00:00.000000000,"8YTZV",3.13,3.73,36,"Stéphane Mallarmé",58,
0,2017-11-22 00:00:00.000000000,"E3WCF",6.29,7.33,11,"Stéphane Mallarmé",58,
0,2017-07-30 00:00:00.000000000,"E3WCF",2.96,3.23,16,"Stéphane Mallarmé",58,
0,2015-01-06 00:00:00.000000000,"E3WCF",1.92,2.11,18,"Stéphane Mallarmé",58,
1,2010-12-21 00:00:00.000000000,"E3WCF",8.44,7.68,43,"Stéphane Mallarmé",58,
0,2011-12-27 00:00:00.000000000,"E3WCF",0.04,0.04,23,"Stéphane Mallarmé",58,
0,2009-02-09 00:00:00.000000000,"E3WCF",4.62,5.31,32,"Stéphane Mallarmé",58,
0,2018-04-20 00:00:00.000000000,"E3WCF",9.59,11.12,36,"Stéphane Mallarmé",58,
0,2017-08-02 00:00:00.000000000,"E3WCF",6.33,7.47,20,"Stéphane Mallarmé",58,
1,2009-07-06 00:00:00.000000000,"FZFA9",0.61,0.57,9,"Stéphane Mallarmé",58,
0,2009-10-10 00:00:00.000000000,"FZFA9",4.36,5.46,20,"Stéphane Mallarmé",58,
0,2009-04-14 00:00:00.000000000,"FZFA9",4.18,4.3,35,"Stéphane Mallarmé",58,
1,2012-03-27 00:00:00.000000000,"FZFA9",5.45,5.06,21,"Stéphane Mallarmé",58,
0,2016-05-11 00:00:00.000000000,"FZFA9",4.42,5.31,31,"Stéphane Mallarmé",58,
1,2016-11-09 00:00:00.000000000,"FZFA9",5.45,5.01,21,"Stéphane Mallarmé",58,
0,2017-06-19 00:00:00.000000000,"KGVRC",8.08,10.76,5,"Stéphane Mallarmé",58,
0,2014-12-14 00:00:00.000000000,"KGVRC",8.54,9.41,8,"Stéphane Mallarmé",58,
1,2017-06-22 00:00:00.000000000,"KGVRC",7.75,6.98,13,"Stéphane Mallarmé",58,
0,2018-07-30 00:00:00.000000000,"KGVRC",2.4,2.53,40,"Stéphane Mallarmé",58,
0,2011-08-13 00:00:00.000000000,"KGVRC",2.04,2.37,28,"Stéphane Mallarmé",58,
1,2016-03-21 00:00:00.000000000,"KGVRC",0.57,0.52,35,"Stéphane Mallarmé",58,
0,2016-11-28 00:00:00.000000000,"KGVRC",2.83,2.83,39,"Stéphane Mallarmé",58,
0,2013-12-27 00:00:00.000000000,"KGVRC",0.38,0.45,27,"Stéphane Mallarmé",58,
1,2009-08-12 00:00:00.000000000,"OQ8X3",0.16,0.14,2,"Stéphane Mallarmé",58,
0,2019-10-06 00:00:00.000000000,"OQ8X3",8.18,10.25,9,"Stéphane Mallarmé",58,
0,2011-09-29 00:00:00.000000000,"OQ8X3",4.34,5.04,12,"Stéphane Mallarmé",58,
1,2011-03-09 00:00:00.000000000,"OQ8X3",9.67,8.99,43,"Stéphane Mallarmé",58,
0,2010-01-13 00:00:00.000000000,"OQ8X3",4.12,4.9,30,"Stéphane Mallarmé",58,
0,2013-04-09 00:00:00.000000000,"OQ8X3",7.69,9.23,41,"Stéphane Mallarmé",58,
0,2014-09-01 00:00:00.000000000,"OQ8X3",7.69,8.22,41,"Stéphane Mallarmé",58,
1,2018-02-07 00:00:00.000000000,"OQ8X3",9.6,9.4,24,"Stéphane Mallarmé",58,
0,2011-08-25 00:00:00.000000000,"TKZXY",5.85,6.31,10,"Stéphane Mallarmé",58,
0,2011-03-16 00:00:00.000000000,"TKZXY",4.92,5.91,14,"Stéphane Mallarmé",58,
0,2010-03-15 00:00:00.000000000,"TKZXY",1.58,1.66,22,"Stéphane Mallarmé",58,
0,2010-02-13 00:00:00.000000000,"TKZXY",4.87,5.55,39,"Stéphane Mallarmé",58,
0,2015-01-31 00:00:00.000000000,"TKZXY",1.76,1.86,34,"Stéphane Mallarmé",58,
0,2016-06-09 00:00:00.000000000,"TKZXY",9.42,10.74,35,"Stéphane Mallarmé",58,
0,2015-07-20 00:00:00.000000000,"TKZXY",8.66,9.7,33,"Stéphane Mallarmé",58,
1,2013-04-29 00:00:00.000000000,"WK41K",9.83,9.54,9,"Stéphane Mallarmé",58,
1,2019-05-06 00:00:00.000000000,"WK41K",1.13,1.11,42,"Stéphane Mallarmé",58,
0,2009-01-21 00:00:00.000000000,"WK41K",7.53,8.58,12,"Stéphane Mallarmé",58,
0,2013-12-09 00:00:00.000000000,"WK41K",1.61,1.9,19,"Stéphane Mallarmé",58,
0,2019-02-02 00:00:00.000000000,"WK41K",9.68,10.33,20,"Stéphane Mallarmé",58,
0,2015-06-08 00:00:00.000000000,"WK41K",9.68,10.46,20,"Stéphane Mallarmé",58,
0,2016-10-18 00:00:00.000000000,"WK41K",1.99,2.05,23,"Stéphane Mallarmé",58,
0,2012-02-23 00:00:00.000000000,"WK41K",9.13,10.49,24,"Stéphane Mallarmé",58,
1,2019-08-09 00:00:00.000000000,"WK41K",4.18,4.11,29,"Stéphane Mallarmé",58,
0,2017-10-24 00:00:00.000000000,"WK41K",7.99,8.87,30,"Stéphane Mallarmé",58,
0,2014-05-01 00:00:00.000000000,"WK41K",7.99,9.35,30,"Stéphane Mallarmé",58,
0,2010-05-17 00:00:00.000000000,"WK41K",1.19,1.33,35,"Stéphane Mallarmé",58,
0,2017-03-30 00:00:00.000000000,"WK41K",0.22,0.24,38,"Stéphane Mallarmé",58,
1,2015-07-14 00:00:00.000000000,"WK41K",4.02,3.86,39,"Stéphane Mallarmé",58,
1,2019-08-01 00:00:00.000000000,"WK41K",2.36,2.31,10,"Stéphane Mallarmé",58,
