"RESULTADO","DATA_EXECUCAO","PRODUTO","TEMPO_PLAN","TEMPO_REAL","OPERACAO","NOME","ID_PESSOA",
0,2009-08-25 00:00:00.000000000,"0121I",6.54,6.67,8,"Philipp Ludwig von Seidel",27,
0,2013-02-11 00:00:00.000000000,"0121I",7.84,9.4,1,"Philipp Ludwig von Seidel",27,
1,2010-05-25 00:00:00.000000000,"0121I",7.86,7.39,2,"Philipp Ludwig von Seidel",27,
0,2019-02-17 00:00:00.000000000,"01IEO",3.68,3.7,20,"Philipp Ludwig von Seidel",27,
1,2010-11-16 00:00:00.000000000,"01IEO",5.78,5.61,21,"Philipp Ludwig von Seidel",27,
0,2015-04-02 00:00:00.000000000,"01IEO",3.44,4.05,26,"Philipp Ludwig von Seidel",27,
0,2011-05-16 00:00:00.000000000,"01IEO",9.45,11.33,28,"Philipp Ludwig von Seidel",27,
0,2014-05-04 00:00:00.000000000,"01IEO",1.24,1.53,13,"Philipp Ludwig von Seidel",27,
1,2019-03-06 00:00:00.000000000,"01IEO",1.24,1.11,13,"Philipp Ludwig von Seidel",27,
0,2014-09-30 00:00:00.000000000,"01IEO",7.39,7.83,17,"Philipp Ludwig von Seidel",27,
0,2014-03-19 00:00:00.000000000,"01IEO",5.38,5.76,16,"Philipp Ludwig von Seidel",27,
0,2012-01-25 00:00:00.000000000,"03C6L",1.62,1.72,5,"Philipp Ludwig von Seidel",27,
0,2013-05-26 00:00:00.000000000,"03C6L",1.56,2.08,23,"Philipp Ludwig von Seidel",27,
1,2019-07-18 00:00:00.000000000,"05B2E",5.95,5.72,2,"Philipp Ludwig von Seidel",27,
0,2018-01-17 00:00:00.000000000,"07GHA",3.51,3.79,13,"Philipp Ludwig von Seidel",27,
1,2017-03-10 00:00:00.000000000,"07GHA",2.59,2.41,14,"Philipp Ludwig von Seidel",27,
0,2017-02-19 00:00:00.000000000,"07GHA",9.27,11.14,8,"Philipp Ludwig von Seidel",27,
1,2010-07-02 00:00:00.000000000,"07GHA",6.62,6.22,1,"Philipp Ludwig von Seidel",27,
0,2013-05-02 00:00:00.000000000,"096VW",6.03,7.06,43,"Philipp Ludwig von Seidel",27,
0,2019-08-19 00:00:00.000000000,"096VW",9.2,11.04,37,"Philipp Ludwig von Seidel",27,
0,2013-02-27 00:00:00.000000000,"096VW",3.44,3.61,35,"Philipp Ludwig von Seidel",27,
0,2018-01-14 00:00:00.000000000,"096VW",5.53,6.33,22,"Philipp Ludwig von Seidel",27,
0,2017-09-19 00:00:00.000000000,"096VW",5.04,6.04,8,"Philipp Ludwig von Seidel",27,
0,2015-12-03 00:00:00.000000000,"096VW",4.64,5.56,4,"Philipp Ludwig von Seidel",27,
1,2017-10-26 00:00:00.000000000,"096VW",7,6.44,2,"Philipp Ludwig von Seidel",27,
0,2017-04-01 00:00:00.000000000,"09LL9",5.13,6.83,8,"Philipp Ludwig von Seidel",27,
0,2011-10-28 00:00:00.000000000,"09LL9",1.96,2.19,18,"Philipp Ludwig von Seidel",27,
0,2011-08-13 00:00:00.000000000,"09LL9",1.96,2.39,18,"Philipp Ludwig von Seidel",27,
0,2009-11-26 00:00:00.000000000,"09LL9",6.08,7.02,6,"Philipp Ludwig von Seidel",27,
0,2016-11-02 00:00:00.000000000,"09LL9",8.97,10.4,20,"Philipp Ludwig von Seidel",27,
0,2015-08-29 00:00:00.000000000,"09LL9",1.06,1.31,11,"Philipp Ludwig von Seidel",27,
0,2010-05-23 00:00:00.000000000,"0A6IO",3.61,4.73,13,"Philipp Ludwig von Seidel",27,
1,2018-11-21 00:00:00.000000000,"0A6IO",6.05,5.97,14,"Philipp Ludwig von Seidel",27,
1,2010-04-14 00:00:00.000000000,"0A6IO",5.81,5.4,23,"Philipp Ludwig von Seidel",27,
0,2013-02-03 00:00:00.000000000,"0B8JX",1.59,1.82,14,"Philipp Ludwig von Seidel",27,
0,2011-02-26 00:00:00.000000000,"0B8JX",6.03,6.91,23,"Philipp Ludwig von Seidel",27,
1,2011-06-25 00:00:00.000000000,"0B8JX",6.97,6.81,8,"Philipp Ludwig von Seidel",27,
0,2015-04-04 00:00:00.000000000,"0BXVJ",8.02,8.92,11,"Philipp Ludwig von Seidel",27,
0,2013-09-08 00:00:00.000000000,"0BXVJ",8.02,9.88,1,"Philipp Ludwig von Seidel",27,
1,2010-04-23 00:00:00.000000000,"0CSPY",4.67,4.48,2,"Philipp Ludwig von Seidel",27,
0,2017-01-07 00:00:00.000000000,"0CSPY",9.74,10.91,7,"Philipp Ludwig von Seidel",27,
0,2015-01-28 00:00:00.000000000,"0CSPY",5.41,5.96,10,"Philipp Ludwig von Seidel",27,
0,2019-05-28 00:00:00.000000000,"0CSPY",8.9,9.26,23,"Philipp Ludwig von Seidel",27,
0,2017-12-05 00:00:00.000000000,"0CSPY",5.91,6.02,15,"Philipp Ludwig von Seidel",27,
0,2010-11-22 00:00:00.000000000,"0CSPY",7.6,8.89,20,"Philipp Ludwig von Seidel",27,
0,2010-07-21 00:00:00.000000000,"0CSPY",1.75,1.82,13,"Philipp Ludwig von Seidel",27,
1,2013-06-02 00:00:00.000000000,"0H5CR",4.76,4.52,18,"Philipp Ludwig von Seidel",27,
0,2013-05-31 00:00:00.000000000,"0H5CR",2.27,2.45,13,"Philipp Ludwig von Seidel",27,
0,2011-01-09 00:00:00.000000000,"0H5CR",0.45,0.5,4,"Philipp Ludwig von Seidel",27,
1,2018-12-01 00:00:00.000000000,"0H5CR",3.62,3.59,24,"Philipp Ludwig von Seidel",27,
1,2019-03-08 00:00:00.000000000,"0H5CR",0.96,0.93,39,"Philipp Ludwig von Seidel",27,
0,2017-04-11 00:00:00.000000000,"0H5CR",0.78,0.8,26,"Philipp Ludwig von Seidel",27,
0,2018-01-25 00:00:00.000000000,"0H5CR",4.49,5.12,23,"Philipp Ludwig von Seidel",27,
0,2011-01-17 00:00:00.000000000,"0H5CR",4.31,5.64,27,"Philipp Ludwig von Seidel",27,
0,2012-11-04 00:00:00.000000000,"0HYB2",7.8,9.28,33,"Philipp Ludwig von Seidel",27,
0,2015-05-05 00:00:00.000000000,"0HYB2",7.8,9.05,33,"Philipp Ludwig von Seidel",27,
0,2019-12-15 00:00:00.000000000,"0HYB2",1.84,2.07,31,"Philipp Ludwig von Seidel",27,
0,2019-09-05 00:00:00.000000000,"0HYB2",6.7,7.77,23,"Philipp Ludwig von Seidel",27,
0,2013-07-27 00:00:00.000000000,"0HYB2",5.5,7.38,1,"Philipp Ludwig von Seidel",27,
0,2019-09-08 00:00:00.000000000,"0HYB2",2.85,3.14,30,"Philipp Ludwig von Seidel",27,
0,2011-04-09 00:00:00.000000000,"0IM8B",7.59,9.09,13,"Philipp Ludwig von Seidel",27,
0,2013-09-21 00:00:00.000000000,"0IM8B",3.45,4.09,6,"Philipp Ludwig von Seidel",27,
0,2016-11-11 00:00:00.000000000,"0ISQE",5.61,5.67,23,"Philipp Ludwig von Seidel",27,
0,2009-07-21 00:00:00.000000000,"0ISQE",4.22,4.52,12,"Philipp Ludwig von Seidel",27,
0,2019-12-01 00:00:00.000000000,"0ISQE",0.29,0.35,13,"Philipp Ludwig von Seidel",27,
1,2014-08-10 00:00:00.000000000,"0ISQE",8.53,8.48,18,"Philipp Ludwig von Seidel",27,
1,2015-09-09 00:00:00.000000000,"0ISQE",9.69,8.91,3,"Philipp Ludwig von Seidel",27,
1,2016-07-27 00:00:00.000000000,"0ISQE",0.77,0.74,1,"Philipp Ludwig von Seidel",27,
0,2015-05-26 00:00:00.000000000,"0ISQE",5.75,5.98,9,"Philipp Ludwig von Seidel",27,
1,2019-05-26 00:00:00.000000000,"0JD0P",5.62,5.38,6,"Philipp Ludwig von Seidel",27,
1,2010-11-19 00:00:00.000000000,"0JD0P",9.39,8.73,7,"Philipp Ludwig von Seidel",27,
0,2018-03-11 00:00:00.000000000,"0JD0P",3.03,3.63,8,"Philipp Ludwig von Seidel",27,
0,2014-01-16 00:00:00.000000000,"0JD0P",8.34,9.09,21,"Philipp Ludwig von Seidel",27,
0,2011-04-11 00:00:00.000000000,"0JD0P",0.48,0.57,18,"Philipp Ludwig von Seidel",27,
0,2018-05-03 00:00:00.000000000,"0JD0P",4.56,4.56,20,"Philipp Ludwig von Seidel",27,
0,2012-07-06 00:00:00.000000000,"0JD0P",1.37,1.48,13,"Philipp Ludwig von Seidel",27,
0,2014-01-20 00:00:00.000000000,"0LCSZ",7.15,8.5,2,"Philipp Ludwig von Seidel",27,
0,2011-07-16 00:00:00.000000000,"0LCSZ",0.57,0.67,3,"Philipp Ludwig von Seidel",27,
0,2011-03-03 00:00:00.000000000,"0LCSZ",8.22,9.86,22,"Philipp Ludwig von Seidel",27,
0,2017-04-08 00:00:00.000000000,"0LCSZ",1.59,1.79,15,"Philipp Ludwig von Seidel",27,
1,2019-11-25 00:00:00.000000000,"0LCSZ",2.95,2.75,14,"Philipp Ludwig von Seidel",27,
0,2018-01-10 00:00:00.000000000,"0OD58",2.01,2.11,6,"Philipp Ludwig von Seidel",27,
0,2010-09-04 00:00:00.000000000,"0OD58",3.04,3.48,7,"Philipp Ludwig von Seidel",27,
0,2009-09-08 00:00:00.000000000,"0OD58",9.24,9.42,22,"Philipp Ludwig von Seidel",27,
0,2018-01-16 00:00:00.000000000,"0OD58",8.8,8.8,26,"Philipp Ludwig von Seidel",27,
0,2010-01-31 00:00:00.000000000,"0OD58",8.95,10.64,30,"Philipp Ludwig von Seidel",27,
0,2010-02-03 00:00:00.000000000,"0OD58",6.53,7.64,40,"Philipp Ludwig von Seidel",27,
0,2018-01-19 00:00:00.000000000,"0OD58",7.61,7.61,45,"Philipp Ludwig von Seidel",27,
1,2019-07-10 00:00:00.000000000,"0OD58",7.61,7.23,45,"Philipp Ludwig von Seidel",27,
0,2010-05-04 00:00:00.000000000,"0OZBT",3.89,4.55,12,"Philipp Ludwig von Seidel",27,
1,2015-09-22 00:00:00.000000000,"0OZBT",5.91,5.67,18,"Philipp Ludwig von Seidel",27,
0,2019-02-10 00:00:00.000000000,"0OZBT",0.28,0.31,16,"Philipp Ludwig von Seidel",27,
1,2010-09-14 00:00:00.000000000,"0OZBT",9.98,9.48,20,"Philipp Ludwig von Seidel",27,
0,2018-09-24 00:00:00.000000000,"0PW5H",2.32,2.6,4,"Philipp Ludwig von Seidel",27,
1,2013-09-18 00:00:00.000000000,"0PW5H",6.97,6.48,19,"Philipp Ludwig von Seidel",27,
0,2009-04-25 00:00:00.000000000,"0PW5H",3.48,4.24,9,"Philipp Ludwig von Seidel",27,
0,2009-09-22 00:00:00.000000000,"0PW5H",2.26,2.33,6,"Philipp Ludwig von Seidel",27,
0,2019-07-12 00:00:00.000000000,"0SQIM",9.3,10.42,1,"Philipp Ludwig von Seidel",27,
0,2015-06-21 00:00:00.000000000,"0SQIM",7.77,9.31,4,"Philipp Ludwig von Seidel",27,
0,2015-07-07 00:00:00.000000000,"0SQIM",9.17,10.46,28,"Philipp Ludwig von Seidel",27,
0,2017-10-15 00:00:00.000000000,"0SQIM",1.16,1.45,14,"Philipp Ludwig von Seidel",27,
0,2011-11-11 00:00:00.000000000,"0SQIM",8.58,10.15,21,"Philipp Ludwig von Seidel",27,
0,2015-06-24 00:00:00.000000000,"0SQIM",5.53,6.25,11,"Philipp Ludwig von Seidel",27,
0,2016-09-13 00:00:00.000000000,"0TLU5",6.53,7.51,2,"Philipp Ludwig von Seidel",27,
0,2012-09-02 00:00:00.000000000,"0TLU5",2.53,3.28,17,"Philipp Ludwig von Seidel",27,
0,2013-05-29 00:00:00.000000000,"0TLU5",2.49,2.61,10,"Philipp Ludwig von Seidel",27,
0,2013-12-07 00:00:00.000000000,"0TLU5",2.49,3.37,10,"Philipp Ludwig von Seidel",27,
0,2011-04-01 00:00:00.000000000,"0VP78",2.69,2.77,22,"Philipp Ludwig von Seidel",27,
0,2016-03-08 00:00:00.000000000,"0VP78",9.19,9.74,9,"Philipp Ludwig von Seidel",27,
1,2019-02-11 00:00:00.000000000,"0WB9Z",1.43,1.29,4,"Philipp Ludwig von Seidel",27,
1,2019-02-16 00:00:00.000000000,"0WB9Z",1.43,1.34,4,"Philipp Ludwig von Seidel",27,
0,2019-11-22 00:00:00.000000000,"0WRXS",8.32,8.4,11,"Philipp Ludwig von Seidel",27,
1,2013-08-02 00:00:00.000000000,"0WRXS",8.25,8,31,"Philipp Ludwig von Seidel",27,
0,2011-09-17 00:00:00.000000000,"0WRXS",7.73,9.42,18,"Philipp Ludwig von Seidel",27,
0,2015-09-03 00:00:00.000000000,"0WRXS",7.73,8.27,18,"Philipp Ludwig von Seidel",27,
0,2012-11-30 00:00:00.000000000,"0WRXS",2.63,2.87,24,"Philipp Ludwig von Seidel",27,
0,2009-03-27 00:00:00.000000000,"0WRXS",9.87,10.37,30,"Philipp Ludwig von Seidel",27,
0,2017-02-23 00:00:00.000000000,"0WRXS",1.38,1.38,6,"Philipp Ludwig von Seidel",27,
0,2011-11-24 00:00:00.000000000,"0WRXS",7.5,9,5,"Philipp Ludwig von Seidel",27,
0,2011-11-30 00:00:00.000000000,"0WRXS",7.73,9.27,18,"Philipp Ludwig von Seidel",27,
0,2017-07-05 00:00:00.000000000,"0ZEQ8",2.44,2.49,4,"Philipp Ludwig von Seidel",27,
1,2017-03-02 00:00:00.000000000,"0ZTQC",9.65,8.88,8,"Philipp Ludwig von Seidel",27,
0,2010-08-13 00:00:00.000000000,"0ZTQC",5.76,6.91,19,"Philipp Ludwig von Seidel",27,
1,2012-02-27 00:00:00.000000000,"0ZTQC",5.76,5.65,32,"Philipp Ludwig von Seidel",27,
0,2019-04-24 00:00:00.000000000,"0ZTQC",5.15,5.25,5,"Philipp Ludwig von Seidel",27,
0,2009-10-21 00:00:00.000000000,"0ZTQC",1.72,2.05,14,"Philipp Ludwig von Seidel",27,
0,2018-08-19 00:00:00.000000000,"10GUU",2.55,3.13,20,"Philipp Ludwig von Seidel",27,
1,2009-05-05 00:00:00.000000000,"10GUU",4.37,4.31,2,"Philipp Ludwig von Seidel",27,
0,2015-01-13 00:00:00.000000000,"10GUU",6.43,8,22,"Philipp Ludwig von Seidel",27,
0,2016-09-28 00:00:00.000000000,"10GUU",3.76,4.38,44,"Philipp Ludwig von Seidel",27,
0,2012-06-17 00:00:00.000000000,"10GUU",3.76,4.59,44,"Philipp Ludwig von Seidel",27,
0,2013-12-16 00:00:00.000000000,"10GUU",2.42,2.56,41,"Philipp Ludwig von Seidel",27,
0,2012-04-06 00:00:00.000000000,"10GUU",2.38,2.38,37,"Philipp Ludwig von Seidel",27,
0,2016-08-02 00:00:00.000000000,"11H2S",3.85,4.08,26,"Philipp Ludwig von Seidel",27,
0,2011-12-17 00:00:00.000000000,"11H2S",0.15,0.18,18,"Philipp Ludwig von Seidel",27,
0,2012-10-19 00:00:00.000000000,"11H2S",9.27,10.2,10,"Philipp Ludwig von Seidel",27,
0,2013-10-26 00:00:00.000000000,"11H2S",9.05,10.52,2,"Philipp Ludwig von Seidel",27,
1,2011-08-04 00:00:00.000000000,"14V9T",3.9,3.66,2,"Philipp Ludwig von Seidel",27,
0,2009-08-02 00:00:00.000000000,"15PXV",9.83,11.23,10,"Philipp Ludwig von Seidel",27,
0,2014-12-17 00:00:00.000000000,"15PXV",2.51,2.54,3,"Philipp Ludwig von Seidel",27,
0,2019-09-14 00:00:00.000000000,"15PXV",8.78,11.21,12,"Philipp Ludwig von Seidel",27,
1,2016-09-28 00:00:00.000000000,"1CJ28",9.16,8.98,1,"Philipp Ludwig von Seidel",27,
0,2014-05-28 00:00:00.000000000,"1CJ28",3.61,3.9,28,"Philipp Ludwig von Seidel",27,
0,2011-07-25 00:00:00.000000000,"1CJ28",2.55,2.9,12,"Philipp Ludwig von Seidel",27,
0,2011-03-30 00:00:00.000000000,"1CJ28",4.5,5.31,22,"Philipp Ludwig von Seidel",27,
0,2014-03-09 00:00:00.000000000,"1EIY7",8.96,9.58,2,"Philipp Ludwig von Seidel",27,
0,2017-10-14 00:00:00.000000000,"1EIY7",5.3,5.46,9,"Philipp Ludwig von Seidel",27,
0,2009-02-03 00:00:00.000000000,"1H4DM",9.32,9.36,30,"Philipp Ludwig von Seidel",27,
0,2011-05-13 00:00:00.000000000,"1H4DM",3.12,3.16,35,"Philipp Ludwig von Seidel",27,
0,2017-01-20 00:00:00.000000000,"1H4DM",9.57,11.38,4,"Philipp Ludwig von Seidel",27,
0,2009-03-21 00:00:00.000000000,"1H4DM",0.37,0.44,5,"Philipp Ludwig von Seidel",27,
0,2010-08-23 00:00:00.000000000,"1H4DM",8.99,9.14,7,"Philipp Ludwig von Seidel",27,
1,2015-03-25 00:00:00.000000000,"1H4DM",2.1,2.06,19,"Philipp Ludwig von Seidel",27,
1,2011-05-05 00:00:00.000000000,"1H4DM",6.18,5.56,22,"Philipp Ludwig von Seidel",27,
0,2012-08-12 00:00:00.000000000,"1H4DM",9.01,11.09,25,"Philipp Ludwig von Seidel",27,
0,2009-11-05 00:00:00.000000000,"1IIC6",2.62,2.93,6,"Philipp Ludwig von Seidel",27,
0,2009-10-15 00:00:00.000000000,"1IIC6",1.5,1.59,4,"Philipp Ludwig von Seidel",27,
0,2014-12-01 00:00:00.000000000,"1IX2L",3.58,4.04,21,"Philipp Ludwig von Seidel",27,
0,2012-09-21 00:00:00.000000000,"1IX2L",6.62,7.75,6,"Philipp Ludwig von Seidel",27,
0,2012-09-22 00:00:00.000000000,"1IX2L",2.61,3.17,8,"Philipp Ludwig von Seidel",27,
0,2009-09-15 00:00:00.000000000,"1IX2L",1.4,1.56,11,"Philipp Ludwig von Seidel",27,
1,2009-08-21 00:00:00.000000000,"1LGSE",6.58,6.38,14,"Philipp Ludwig von Seidel",27,
1,2010-08-17 00:00:00.000000000,"1LGSE",2.92,2.83,7,"Philipp Ludwig von Seidel",27,
0,2011-08-24 00:00:00.000000000,"1LGSE",2.34,2.62,4,"Philipp Ludwig von Seidel",27,
0,2010-04-02 00:00:00.000000000,"1MGBO",6.39,7.28,27,"Philipp Ludwig von Seidel",27,
0,2010-10-17 00:00:00.000000000,"1MGBO",3.95,5.07,19,"Philipp Ludwig von Seidel",27,
0,2012-10-05 00:00:00.000000000,"1MGBO",9.83,11.01,18,"Philipp Ludwig von Seidel",27,
1,2011-12-13 00:00:00.000000000,"1MGBO",5.23,4.97,17,"Philipp Ludwig von Seidel",27,
0,2009-04-06 00:00:00.000000000,"1MGBO",9.56,10.32,15,"Philipp Ludwig von Seidel",27,
0,2011-12-23 00:00:00.000000000,"1MGBO",5.36,5.79,30,"Philipp Ludwig von Seidel",27,
0,2014-01-27 00:00:00.000000000,"1MGBO",8.8,8.89,14,"Philipp Ludwig von Seidel",27,
1,2018-08-21 00:00:00.000000000,"1MR3E",1.11,1.06,4,"Philipp Ludwig von Seidel",27,
0,2018-12-11 00:00:00.000000000,"1MR3E",8.78,10.36,11,"Philipp Ludwig von Seidel",27,
1,2011-08-05 00:00:00.000000000,"1MR3E",8.78,8.61,11,"Philipp Ludwig von Seidel",27,
0,2013-12-02 00:00:00.000000000,"1MR3E",1.11,1.33,4,"Philipp Ludwig von Seidel",27,
0,2015-07-23 00:00:00.000000000,"1MR3E",5.11,5.16,2,"Philipp Ludwig von Seidel",27,
1,2015-07-22 00:00:00.000000000,"1MR3E",5.13,4.82,1,"Philipp Ludwig von Seidel",27,
0,2019-02-28 00:00:00.000000000,"1OT2H",5.78,6.76,7,"Philipp Ludwig von Seidel",27,
0,2016-03-23 00:00:00.000000000,"1OT2H",5.75,6.16,14,"Philipp Ludwig von Seidel",27,
0,2012-03-23 00:00:00.000000000,"1OT2H",3.33,3.92,41,"Philipp Ludwig von Seidel",27,
0,2012-07-30 00:00:00.000000000,"1OT2H",6.14,6.76,38,"Philipp Ludwig von Seidel",27,
0,2010-09-08 00:00:00.000000000,"1OT2H",6.73,7.4,34,"Philipp Ludwig von Seidel",27,
0,2010-06-14 00:00:00.000000000,"1OT2H",9.59,11.51,31,"Philipp Ludwig von Seidel",27,
0,2012-02-04 00:00:00.000000000,"1T1WT",0.62,0.73,23,"Philipp Ludwig von Seidel",27,
0,2018-02-06 00:00:00.000000000,"1T1WT",0.61,0.73,31,"Philipp Ludwig von Seidel",27,
0,2012-03-18 00:00:00.000000000,"1T1WT",0.35,0.38,28,"Philipp Ludwig von Seidel",27,
0,2019-06-16 00:00:00.000000000,"1T1WT",8.75,9.8,32,"Philipp Ludwig von Seidel",27,
0,2011-05-28 00:00:00.000000000,"1T1WT",3.12,3.53,33,"Philipp Ludwig von Seidel",27,
0,2019-08-20 00:00:00.000000000,"1T1WT",2.76,2.76,2,"Philipp Ludwig von Seidel",27,
0,2012-12-01 00:00:00.000000000,"1T1WT",0.87,1.13,5,"Philipp Ludwig von Seidel",27,
0,2015-10-03 00:00:00.000000000,"1T1WT",0.87,0.94,5,"Philipp Ludwig von Seidel",27,
0,2010-02-28 00:00:00.000000000,"1T1WT",8.26,8.49,11,"Philipp Ludwig von Seidel",27,
1,2019-08-27 00:00:00.000000000,"1T1WT",8.57,8.23,15,"Philipp Ludwig von Seidel",27,
0,2018-03-31 00:00:00.000000000,"1T1WT",0.43,0.44,17,"Philipp Ludwig von Seidel",27,
0,2018-05-31 00:00:00.000000000,"1T1WT",8.29,9.04,18,"Philipp Ludwig von Seidel",27,
0,2013-03-25 00:00:00.000000000,"1URCQ",9.1,10.19,29,"Philipp Ludwig von Seidel",27,
0,2017-12-22 00:00:00.000000000,"1URCQ",4.61,4.75,21,"Philipp Ludwig von Seidel",27,
0,2014-12-03 00:00:00.000000000,"1URCQ",3.88,4.69,18,"Philipp Ludwig von Seidel",27,
1,2016-04-07 00:00:00.000000000,"1URCQ",7.97,7.33,27,"Philipp Ludwig von Seidel",27,
0,2019-07-26 00:00:00.000000000,"1W8DO",2.97,3.09,50,"Philipp Ludwig von Seidel",27,
0,2018-05-07 00:00:00.000000000,"1W8DO",2.97,3.53,50,"Philipp Ludwig von Seidel",27,
1,2017-09-14 00:00:00.000000000,"1W8DO",2.97,2.82,50,"Philipp Ludwig von Seidel",27,
0,2019-07-19 00:00:00.000000000,"1W8DO",3.74,4.27,38,"Philipp Ludwig von Seidel",27,
1,2010-11-27 00:00:00.000000000,"1W8DO",3.74,3.69,38,"Philipp Ludwig von Seidel",27,
0,2018-10-23 00:00:00.000000000,"1W8DO",3,3.57,41,"Philipp Ludwig von Seidel",27,
1,2016-01-26 00:00:00.000000000,"1W8DO",3.37,3.1,47,"Philipp Ludwig von Seidel",27,
0,2018-05-13 00:00:00.000000000,"1W8DO",7.51,9.67,36,"Philipp Ludwig von Seidel",27,
0,2015-09-13 00:00:00.000000000,"1W8DO",2.87,3.65,8,"Philipp Ludwig von Seidel",27,
0,2014-06-15 00:00:00.000000000,"1W8DO",4.26,4.69,14,"Philipp Ludwig von Seidel",27,
0,2010-12-03 00:00:00.000000000,"1W8DO",0.49,0.49,18,"Philipp Ludwig von Seidel",27,
0,2016-01-15 00:00:00.000000000,"1W8DO",8.04,9.33,29,"Philipp Ludwig von Seidel",27,
0,2009-07-24 00:00:00.000000000,"1W8E0",0.77,0.78,1,"Philipp Ludwig von Seidel",27,
0,2019-10-27 00:00:00.000000000,"1XG54",6.41,7.82,7,"Philipp Ludwig von Seidel",27,
0,2009-08-12 00:00:00.000000000,"1XG54",9.64,11.48,6,"Philipp Ludwig von Seidel",27,
0,2014-04-09 00:00:00.000000000,"1XV6A",1.52,1.81,4,"Philipp Ludwig von Seidel",27,
0,2019-05-31 00:00:00.000000000,"1XV6A",0.51,0.57,8,"Philipp Ludwig von Seidel",27,
0,2019-03-01 00:00:00.000000000,"1XV6A",9.46,10.22,16,"Philipp Ludwig von Seidel",27,
1,2015-08-11 00:00:00.000000000,"20XCP",3.24,3.08,10,"Philipp Ludwig von Seidel",27,
1,2013-06-06 00:00:00.000000000,"20XCP",6.31,5.68,5,"Philipp Ludwig von Seidel",27,
0,2010-02-12 00:00:00.000000000,"20XCP",1.69,1.8,9,"Philipp Ludwig von Seidel",27,
1,2010-11-04 00:00:00.000000000,"20XCP",3.24,3.11,10,"Philipp Ludwig von Seidel",27,
0,2010-11-01 00:00:00.000000000,"20XCP",6.31,6.95,5,"Philipp Ludwig von Seidel",27,
1,2014-12-21 00:00:00.000000000,"20XCP",4.99,4.83,12,"Philipp Ludwig von Seidel",27,
0,2015-08-09 00:00:00.000000000,"20XCP",2.83,3.12,13,"Philipp Ludwig von Seidel",27,
1,2015-03-22 00:00:00.000000000,"20XCP",8.82,8.36,18,"Philipp Ludwig von Seidel",27,
1,2010-02-18 00:00:00.000000000,"20XCP",8.38,7.54,25,"Philipp Ludwig von Seidel",27,
1,2015-08-17 00:00:00.000000000,"20XCP",3.61,3.28,28,"Philipp Ludwig von Seidel",27,
1,2019-02-26 00:00:00.000000000,"2228Z",3.44,3.1,12,"Philipp Ludwig von Seidel",27,
0,2012-10-17 00:00:00.000000000,"2228Z",9.45,10.39,16,"Philipp Ludwig von Seidel",27,
0,2012-12-25 00:00:00.000000000,"2228Z",5.8,7.41,28,"Philipp Ludwig von Seidel",27,
0,2012-12-07 00:00:00.000000000,"23Y9E",4.27,4.53,6,"Philipp Ludwig von Seidel",27,
0,2014-04-30 00:00:00.000000000,"23Y9E",5.68,6.7,1,"Philipp Ludwig von Seidel",27,
0,2019-02-19 00:00:00.000000000,"23Y9E",0.64,0.76,5,"Philipp Ludwig von Seidel",27,
0,2010-06-06 00:00:00.000000000,"24RYV",2.71,2.99,5,"Philipp Ludwig von Seidel",27,
