"RESULTADO","DATA_EXECUCAO","PRODUTO","TEMPO_PLAN","TEMPO_REAL","OPERACAO","NOME","ID_PESSOA",
0,2013-04-19 00:00:00.000000000,"8YTZV",5.64,6.2,37,"Francesco Cossiga",107,
0,2014-11-29 00:00:00.000000000,"8YTZV",9.05,11.41,35,"Francesco Cossiga",107,
0,2016-10-16 00:00:00.000000000,"E3WCF",2.76,3.1,9,"Francesco Cossiga",107,
1,2011-03-08 00:00:00.000000000,"E3WCF",1.92,1.8,18,"Francesco Cossiga",107,
1,2017-08-04 00:00:00.000000000,"E3WCF",7.27,7.05,25,"Francesco Cossiga",107,
1,2011-03-11 00:00:00.000000000,"E3WCF",1.88,1.8,27,"Francesco Cossiga",107,
1,2009-01-26 00:00:00.000000000,"E3WCF",4.47,4.33,4,"Francesco Cossiga",107,
0,2011-03-12 00:00:00.000000000,"E3WCF",4.62,4.95,32,"Francesco Cossiga",107,
1,2017-08-14 00:00:00.000000000,"E3WCF",4.04,3.72,41,"Francesco Cossiga",107,
0,2011-12-16 00:00:00.000000000,"E3WCF",9.24,9.61,2,"Francesco Cossiga",107,
0,2010-10-11 00:00:00.000000000,"E3WCF",4.62,5.4,32,"Francesco Cossiga",107,
1,2019-07-12 00:00:00.000000000,"FZFA9",7.59,7.14,28,"Francesco Cossiga",107,
1,2013-08-11 00:00:00.000000000,"FZFA9",7.35,7.11,32,"Francesco Cossiga",107,
1,2013-05-03 00:00:00.000000000,"FZFA9",7.63,7.02,25,"Francesco Cossiga",107,
1,2016-11-11 00:00:00.000000000,"FZFA9",3.07,2.85,27,"Francesco Cossiga",107,
0,2017-09-21 00:00:00.000000000,"FZFA9",2.8,3.27,13,"Francesco Cossiga",107,
0,2014-09-03 00:00:00.000000000,"FZFA9",7.07,8.27,2,"Francesco Cossiga",107,
0,2016-05-11 00:00:00.000000000,"KGVRC",3.75,3.86,17,"Francesco Cossiga",107,
0,2019-01-31 00:00:00.000000000,"KGVRC",7.93,9.35,22,"Francesco Cossiga",107,
0,2011-08-24 00:00:00.000000000,"KGVRC",0.88,1,33,"Francesco Cossiga",107,
0,2016-05-08 00:00:00.000000000,"KGVRC",7.75,7.99,13,"Francesco Cossiga",107,
0,2010-01-30 00:00:00.000000000,"KGVRC",1.75,1.85,45,"Francesco Cossiga",107,
0,2017-07-09 00:00:00.000000000,"KGVRC",6.75,8.1,44,"Francesco Cossiga",107,
1,2010-01-29 00:00:00.000000000,"KGVRC",9.45,9.17,42,"Francesco Cossiga",107,
0,2018-02-22 00:00:00.000000000,"OQ8X3",4.55,4.59,47,"Francesco Cossiga",107,
0,2016-11-05 00:00:00.000000000,"OQ8X3",2.65,3.44,37,"Francesco Cossiga",107,
1,2015-11-14 00:00:00.000000000,"OQ8X3",5.61,5.43,34,"Francesco Cossiga",107,
1,2019-10-17 00:00:00.000000000,"OQ8X3",5.07,4.56,32,"Francesco Cossiga",107,
1,2009-08-25 00:00:00.000000000,"OQ8X3",2.05,1.95,31,"Francesco Cossiga",107,
1,2014-05-29 00:00:00.000000000,"OQ8X3",2.04,1.97,14,"Francesco Cossiga",107,
0,2019-10-14 00:00:00.000000000,"OQ8X3",9.6,10.88,24,"Francesco Cossiga",107,
0,2019-04-01 00:00:00.000000000,"TKZXY",4.45,5.12,21,"Francesco Cossiga",107,
0,2019-06-20 00:00:00.000000000,"TKZXY",4.87,5.16,39,"Francesco Cossiga",107,
0,2014-08-09 00:00:00.000000000,"TKZXY",4.51,5.5,37,"Francesco Cossiga",107,
0,2012-12-07 00:00:00.000000000,"TKZXY",2.47,2.79,32,"Francesco Cossiga",107,
0,2010-02-13 00:00:00.000000000,"TKZXY",7.69,8.14,40,"Francesco Cossiga",107,
0,2013-01-06 00:00:00.000000000,"TKZXY",2.89,3.09,1,"Francesco Cossiga",107,
1,2015-07-04 00:00:00.000000000,"TKZXY",7.16,6.51,3,"Francesco Cossiga",107,
1,2017-11-20 00:00:00.000000000,"TKZXY",0.41,0.38,28,"Francesco Cossiga",107,
0,2017-11-22 00:00:00.000000000,"TKZXY",2.88,2.99,30,"Francesco Cossiga",107,
0,2016-02-14 00:00:00.000000000,"TKZXY",2.47,2.61,32,"Francesco Cossiga",107,
0,2015-12-21 00:00:00.000000000,"WK41K",4.35,4.35,40,"Francesco Cossiga",107,
1,2015-05-10 00:00:00.000000000,"WK41K",9.83,9.8,9,"Francesco Cossiga",107,
0,2018-01-28 00:00:00.000000000,"WK41K",1.99,2.45,23,"Francesco Cossiga",107,
0,2017-10-19 00:00:00.000000000,"WK41K",9.13,9.13,24,"Francesco Cossiga",107,
