"RESULTADO","DATA_EXECUCAO","PRODUTO","TEMPO_PLAN","TEMPO_REAL","OPERACAO","NOME","ID_PESSOA",
1,2010-10-07 00:00:00.000000000,"03C6L",8.78,8.08,15,"Stéphane Mallarmé",58,
1,2015-11-26 00:00:00.000000000,"05B2E",1.47,1.44,1,"Stéphane Mallarmé",58,
0,2018-03-13 00:00:00.000000000,"05B2E",1,1.05,8,"Stéphane Mallarmé",58,
1,2015-03-11 00:00:00.000000000,"05B2E",4.32,4.06,7,"Stéphane Mallarmé",58,
0,2019-02-02 00:00:00.000000000,"07GHA",6.62,7.13,1,"Stéphane Mallarmé",58,
0,2011-02-25 00:00:00.000000000,"07GHA",5,5.2,21,"Stéphane Mallarmé",58,
1,2018-03-28 00:00:00.000000000,"07GHA",4.73,4.54,7,"Stéphane Mallarmé",58,
0,2011-02-05 00:00:00.000000000,"07GHA",5.33,5.82,5,"Stéphane Mallarmé",58,
0,2019-09-22 00:00:00.000000000,"096VW",5.81,6.68,44,"Stéphane Mallarmé",58,
0,2017-01-26 00:00:00.000000000,"096VW",3.44,3.61,35,"Stéphane Mallarmé",58,
0,2017-06-15 00:00:00.000000000,"096VW",2.71,2.96,27,"Stéphane Mallarmé",58,
0,2014-09-20 00:00:00.000000000,"096VW",7.44,7.96,26,"Stéphane Mallarmé",58,
1,2011-12-10 00:00:00.000000000,"096VW",7.48,6.88,15,"Stéphane Mallarmé",58,
1,2013-04-16 00:00:00.000000000,"096VW",5.04,4.68,8,"Stéphane Mallarmé",58,
0,2019-09-03 00:00:00.000000000,"096VW",5.13,5.29,3,"Stéphane Mallarmé",58,
1,2017-04-12 00:00:00.000000000,"09LL9",2.56,2.53,25,"Stéphane Mallarmé",58,
0,2018-03-20 00:00:00.000000000,"09LL9",5.32,5.74,24,"Stéphane Mallarmé",58,
1,2017-06-23 00:00:00.000000000,"09LL9",0.28,0.26,14,"Stéphane Mallarmé",58,
0,2019-07-21 00:00:00.000000000,"09LL9",1.84,2.28,10,"Stéphane Mallarmé",58,
0,2011-08-08 00:00:00.000000000,"09LL9",4.05,4.26,9,"Stéphane Mallarmé",58,
0,2012-10-18 00:00:00.000000000,"09LL9",3.03,3.18,7,"Stéphane Mallarmé",58,
0,2017-11-14 00:00:00.000000000,"09LL9",2.56,2.94,25,"Stéphane Mallarmé",58,
0,2019-02-09 00:00:00.000000000,"09LL9",0.42,0.49,4,"Stéphane Mallarmé",58,
0,2017-07-08 00:00:00.000000000,"0A6IO",6.21,7.85,1,"Stéphane Mallarmé",58,
1,2018-08-09 00:00:00.000000000,"0A6IO",9.56,8.98,6,"Stéphane Mallarmé",58,
0,2009-01-25 00:00:00.000000000,"0A6IO",9.56,12.58,6,"Stéphane Mallarmé",58,
0,2015-06-17 00:00:00.000000000,"0A6IO",3.64,3.93,8,"Stéphane Mallarmé",58,
0,2014-01-15 00:00:00.000000000,"0A6IO",5.79,6.19,9,"Stéphane Mallarmé",58,
0,2013-01-02 00:00:00.000000000,"0A6IO",4.26,4.86,24,"Stéphane Mallarmé",58,
0,2017-06-04 00:00:00.000000000,"0A6IO",5.79,6.73,9,"Stéphane Mallarmé",58,
0,2010-04-05 00:00:00.000000000,"0A6IO",5.19,6.23,11,"Stéphane Mallarmé",58,
0,2009-09-16 00:00:00.000000000,"0AEJH",3.37,3.91,7,"Stéphane Mallarmé",58,
0,2016-01-17 00:00:00.000000000,"0AEJH",0.85,1.04,11,"Stéphane Mallarmé",58,
0,2012-05-28 00:00:00.000000000,"0B8JX",1.57,2.05,24,"Stéphane Mallarmé",58,
0,2012-05-28 00:00:00.000000000,"0B8JX",6.94,8.33,21,"Stéphane Mallarmé",58,
0,2014-06-19 00:00:00.000000000,"0BXVJ",5.26,6.02,5,"Stéphane Mallarmé",58,
1,2012-11-26 00:00:00.000000000,"0BXVJ",8.74,8.13,8,"Stéphane Mallarmé",58,
0,2015-03-01 00:00:00.000000000,"0BXVJ",8.02,8.4,1,"Stéphane Mallarmé",58,
1,2010-11-19 00:00:00.000000000,"0CSPY",1.75,1.7,13,"Stéphane Mallarmé",58,
0,2017-11-29 00:00:00.000000000,"0CSPY",6.9,7.11,5,"Stéphane Mallarmé",58,
0,2018-09-11 00:00:00.000000000,"0EM7L",0.04,0.05,9,"Stéphane Mallarmé",58,
0,2016-02-26 00:00:00.000000000,"0H5CR",3.62,4.19,24,"Stéphane Mallarmé",58,
0,2018-07-28 00:00:00.000000000,"0H5CR",9.7,10.99,35,"Stéphane Mallarmé",58,
1,2019-07-15 00:00:00.000000000,"0H5CR",7.91,7.36,6,"Stéphane Mallarmé",58,
0,2011-11-10 00:00:00.000000000,"0H5CR",7.27,7.48,11,"Stéphane Mallarmé",58,
0,2016-02-21 00:00:00.000000000,"0H5CR",6.21,7.58,12,"Stéphane Mallarmé",58,
0,2016-10-11 00:00:00.000000000,"0H5CR",0.8,0.84,16,"Stéphane Mallarmé",58,
0,2009-10-13 00:00:00.000000000,"0H5CR",9.7,9.7,35,"Stéphane Mallarmé",58,
0,2012-03-19 00:00:00.000000000,"0H5CR",4.31,4.78,27,"Stéphane Mallarmé",58,
0,2018-12-03 00:00:00.000000000,"0H5CR",8.18,8.83,30,"Stéphane Mallarmé",58,
0,2016-08-24 00:00:00.000000000,"0H5CR",0,0,31,"Stéphane Mallarmé",58,
0,2010-09-26 00:00:00.000000000,"0H5CR",8.63,10.07,32,"Stéphane Mallarmé",58,
0,2010-01-27 00:00:00.000000000,"0HYB2",5.71,5.94,28,"Stéphane Mallarmé",58,
0,2016-03-28 00:00:00.000000000,"0HYB2",8.11,8.68,2,"Stéphane Mallarmé",58,
0,2010-07-22 00:00:00.000000000,"0IM8B",5.37,5.47,9,"Stéphane Mallarmé",58,
1,2013-07-22 00:00:00.000000000,"0IM8B",3.11,2.95,12,"Stéphane Mallarmé",58,
0,2019-05-20 00:00:00.000000000,"0ISQE",0.77,0.81,1,"Stéphane Mallarmé",58,
1,2010-01-04 00:00:00.000000000,"0ISQE",2.33,2.25,22,"Stéphane Mallarmé",58,
0,2012-06-13 00:00:00.000000000,"0ISQE",1.44,1.6,20,"Stéphane Mallarmé",58,
0,2019-11-29 00:00:00.000000000,"0ISQE",6.02,6.14,4,"Stéphane Mallarmé",58,
1,2019-04-04 00:00:00.000000000,"0JD0P",6.45,6.19,27,"Stéphane Mallarmé",58,
0,2009-10-25 00:00:00.000000000,"0LCSZ",7.31,8.24,10,"Stéphane Mallarmé",58,
1,2018-12-09 00:00:00.000000000,"0LCSZ",8.22,8.19,22,"Stéphane Mallarmé",58,
0,2019-11-26 00:00:00.000000000,"0LCSZ",1.59,1.85,15,"Stéphane Mallarmé",58,
0,2013-01-30 00:00:00.000000000,"0OD58",3.04,3.56,7,"Stéphane Mallarmé",58,
0,2011-01-30 00:00:00.000000000,"0OD58",9.46,10.52,14,"Stéphane Mallarmé",58,
0,2013-12-15 00:00:00.000000000,"0OD58",3.42,4.25,15,"Stéphane Mallarmé",58,
1,2017-06-15 00:00:00.000000000,"0OD58",2.31,2.1,16,"Stéphane Mallarmé",58,
0,2014-04-29 00:00:00.000000000,"0OD58",2.85,3.23,18,"Stéphane Mallarmé",58,
0,2018-06-30 00:00:00.000000000,"0OD58",3.86,4.41,24,"Stéphane Mallarmé",58,
0,2018-07-21 00:00:00.000000000,"0OD58",7.29,8.26,34,"Stéphane Mallarmé",58,
1,2019-09-10 00:00:00.000000000,"0OD58",0.55,0.53,36,"Stéphane Mallarmé",58,
0,2018-03-02 00:00:00.000000000,"0OD58",0.36,0.42,37,"Stéphane Mallarmé",58,
0,2010-08-03 00:00:00.000000000,"0OD58",10,10.2,38,"Stéphane Mallarmé",58,
1,2012-06-29 00:00:00.000000000,"0OD58",7.17,6.96,42,"Stéphane Mallarmé",58,
0,2019-09-09 00:00:00.000000000,"0OD58",2.48,2.65,43,"Stéphane Mallarmé",58,
0,2013-03-04 00:00:00.000000000,"0OD58",9.5,11.21,44,"Stéphane Mallarmé",58,
0,2013-06-25 00:00:00.000000000,"0OZBT",7.63,9.15,4,"Stéphane Mallarmé",58,
1,2016-08-26 00:00:00.000000000,"0PW5H",2.26,2.2,6,"Stéphane Mallarmé",58,
0,2009-04-26 00:00:00.000000000,"0PW5H",5.52,6.03,11,"Stéphane Mallarmé",58,
1,2017-02-12 00:00:00.000000000,"0PW5H",7.8,7.41,12,"Stéphane Mallarmé",58,
0,2012-01-25 00:00:00.000000000,"0PW5H",7.36,8.46,24,"Stéphane Mallarmé",58,
0,2011-03-25 00:00:00.000000000,"0PW5H",6.97,7.46,19,"Stéphane Mallarmé",58,
0,2009-12-11 00:00:00.000000000,"0PW5H",6.3,7,20,"Stéphane Mallarmé",58,
1,2018-02-26 00:00:00.000000000,"0PW5H",3.02,2.93,22,"Stéphane Mallarmé",58,
0,2009-06-01 00:00:00.000000000,"0PW5H",2.38,2.71,18,"Stéphane Mallarmé",58,
0,2018-10-25 00:00:00.000000000,"0SQIM",9.3,9.86,1,"Stéphane Mallarmé",58,
1,2012-01-23 00:00:00.000000000,"0SQIM",5.19,4.98,5,"Stéphane Mallarmé",58,
1,2016-01-18 00:00:00.000000000,"0SQIM",5.19,5.08,5,"Stéphane Mallarmé",58,
0,2013-01-27 00:00:00.000000000,"0SQIM",9.46,10.51,46,"Stéphane Mallarmé",58,
0,2011-11-10 00:00:00.000000000,"0SQIM",1.16,1.28,14,"Stéphane Mallarmé",58,
0,2017-10-31 00:00:00.000000000,"0SQIM",3.04,3.22,44,"Stéphane Mallarmé",58,
0,2012-01-06 00:00:00.000000000,"0SQIM",6.54,6.73,12,"Stéphane Mallarmé",58,
0,2010-09-07 00:00:00.000000000,"0TLU5",6.53,7.71,2,"Stéphane Mallarmé",58,
0,2009-01-29 00:00:00.000000000,"0TLU5",9.05,10.14,4,"Stéphane Mallarmé",58,
0,2016-06-30 00:00:00.000000000,"0TLU5",7.32,7.98,20,"Stéphane Mallarmé",58,
0,2012-07-03 00:00:00.000000000,"0TLU5",4.46,4.86,12,"Stéphane Mallarmé",58,
0,2009-02-06 00:00:00.000000000,"0TLU5",8.53,8.62,15,"Stéphane Mallarmé",58,
0,2009-01-31 00:00:00.000000000,"0TLU5",0.38,0.51,6,"Stéphane Mallarmé",58,
0,2016-08-20 00:00:00.000000000,"0VP78",3.01,3.15,6,"Stéphane Mallarmé",58,
1,2013-09-15 00:00:00.000000000,"0VP78",2.69,2.6,22,"Stéphane Mallarmé",58,
0,2019-08-25 00:00:00.000000000,"0VP78",2.07,2.1,19,"Stéphane Mallarmé",58,
0,2016-05-30 00:00:00.000000000,"0WB9Z",9.17,11.5,5,"Stéphane Mallarmé",58,
0,2009-06-18 00:00:00.000000000,"0WB9Z",7.9,9.16,3,"Stéphane Mallarmé",58,
0,2012-09-08 00:00:00.000000000,"0WB9Z",1.84,2.11,2,"Stéphane Mallarmé",58,
0,2016-05-28 00:00:00.000000000,"0WB9Z",7.72,10.19,1,"Stéphane Mallarmé",58,
0,2010-12-25 00:00:00.000000000,"0WB9Z",7.72,9.09,1,"Stéphane Mallarmé",58,
0,2011-02-01 00:00:00.000000000,"0WRXS",4.4,4.62,17,"Stéphane Mallarmé",58,
1,2015-09-01 00:00:00.000000000,"0WRXS",8.53,8.02,14,"Stéphane Mallarmé",58,
0,2011-11-27 00:00:00.000000000,"0WRXS",8.53,9.55,14,"Stéphane Mallarmé",58,
0,2017-02-26 00:00:00.000000000,"0WRXS",2.58,3.18,12,"Stéphane Mallarmé",58,
0,2018-09-16 00:00:00.000000000,"0WRXS",9.25,10.36,20,"Stéphane Mallarmé",58,
0,2015-05-03 00:00:00.000000000,"0WRXS",7.5,7.65,5,"Stéphane Mallarmé",58,
1,2009-06-23 00:00:00.000000000,"0XV51",4.91,4.81,1,"Stéphane Mallarmé",58,
0,2012-11-20 00:00:00.000000000,"0XV51",4.91,5.11,1,"Stéphane Mallarmé",58,
0,2012-03-09 00:00:00.000000000,"0XV51",3.61,3.79,14,"Stéphane Mallarmé",58,
0,2015-01-20 00:00:00.000000000,"0XV51",0.68,0.81,12,"Stéphane Mallarmé",58,
1,2015-05-10 00:00:00.000000000,"0ZEQ8",7.58,7.2,1,"Stéphane Mallarmé",58,
0,2014-09-23 00:00:00.000000000,"0ZEQ8",1.14,1.28,10,"Stéphane Mallarmé",58,
0,2017-06-20 00:00:00.000000000,"0ZTQC",0.33,0.34,7,"Stéphane Mallarmé",58,
0,2012-02-19 00:00:00.000000000,"0ZTQC",5.11,6.52,20,"Stéphane Mallarmé",58,
0,2019-05-06 00:00:00.000000000,"0ZTQC",8.62,10,24,"Stéphane Mallarmé",58,
0,2012-02-23 00:00:00.000000000,"0ZTQC",5.99,6.05,27,"Stéphane Mallarmé",58,
0,2009-04-01 00:00:00.000000000,"0ZTQC",5.99,6.64,27,"Stéphane Mallarmé",58,
0,2012-02-24 00:00:00.000000000,"0ZTQC",6.53,6.99,28,"Stéphane Mallarmé",58,
0,2013-05-12 00:00:00.000000000,"0ZTQC",2.7,3.66,33,"Stéphane Mallarmé",58,
0,2009-04-27 00:00:00.000000000,"0ZTQC",5.97,6.92,4,"Stéphane Mallarmé",58,
0,2009-01-21 00:00:00.000000000,"0ZTQC",3.28,3.87,2,"Stéphane Mallarmé",58,
0,2009-02-03 00:00:00.000000000,"0ZTQC",3.5,3.71,26,"Stéphane Mallarmé",58,
0,2010-03-08 00:00:00.000000000,"10GUU",3.15,3.79,7,"Stéphane Mallarmé",58,
1,2010-06-24 00:00:00.000000000,"10GUU",3.15,2.9,7,"Stéphane Mallarmé",58,
0,2018-08-14 00:00:00.000000000,"10GUU",5.71,6.57,8,"Stéphane Mallarmé",58,
0,2015-01-07 00:00:00.000000000,"10GUU",6.98,8.44,10,"Stéphane Mallarmé",58,
0,2015-01-10 00:00:00.000000000,"10GUU",5.98,6.03,15,"Stéphane Mallarmé",58,
1,2019-04-26 00:00:00.000000000,"10GUU",8.12,8.08,42,"Stéphane Mallarmé",58,
0,2012-09-12 00:00:00.000000000,"10GUU",0.38,0.45,23,"Stéphane Mallarmé",58,
0,2014-09-18 00:00:00.000000000,"10GUU",6.58,7.56,32,"Stéphane Mallarmé",58,
0,2019-04-24 00:00:00.000000000,"10GUU",0.65,0.67,35,"Stéphane Mallarmé",58,
0,2015-01-17 00:00:00.000000000,"10GUU",3.54,4.83,38,"Stéphane Mallarmé",58,
0,2019-02-19 00:00:00.000000000,"10GUU",2.42,2.8,41,"Stéphane Mallarmé",58,
0,2009-08-07 00:00:00.000000000,"10GUU",1.43,1.79,18,"Stéphane Mallarmé",58,
1,2016-07-25 00:00:00.000000000,"11H2S",1.89,1.7,5,"Stéphane Mallarmé",58,
0,2014-05-29 00:00:00.000000000,"11H2S",0.79,0.79,11,"Stéphane Mallarmé",58,
0,2019-09-15 00:00:00.000000000,"11H2S",0.15,0.15,18,"Stéphane Mallarmé",58,
0,2017-12-13 00:00:00.000000000,"11H2S",8.03,8.68,30,"Stéphane Mallarmé",58,
1,2019-08-07 00:00:00.000000000,"11H2S",6.93,6.3,25,"Stéphane Mallarmé",58,
0,2009-11-09 00:00:00.000000000,"11H2S",6.93,7.21,25,"Stéphane Mallarmé",58,
0,2015-10-10 00:00:00.000000000,"11H2S",5.09,5.55,29,"Stéphane Mallarmé",58,
0,2016-10-23 00:00:00.000000000,"11H2S",3.79,3.83,21,"Stéphane Mallarmé",58,
0,2009-03-26 00:00:00.000000000,"15PXV",0.63,0.69,1,"Stéphane Mallarmé",58,
0,2014-04-18 00:00:00.000000000,"15PXV",3.91,4.65,20,"Stéphane Mallarmé",58,
0,2019-09-13 00:00:00.000000000,"15PXV",5.98,7.05,11,"Stéphane Mallarmé",58,
0,2016-04-26 00:00:00.000000000,"15PXV",9.55,11.17,9,"Stéphane Mallarmé",58,
0,2009-11-12 00:00:00.000000000,"1AORX",2.56,2.62,5,"Stéphane Mallarmé",58,
0,2013-10-29 00:00:00.000000000,"1AORX",3.83,4.25,1,"Stéphane Mallarmé",58,
0,2012-09-28 00:00:00.000000000,"1CJ28",6.87,7.21,3,"Stéphane Mallarmé",58,
0,2011-08-21 00:00:00.000000000,"1CJ28",1.26,1.27,10,"Stéphane Mallarmé",58,
0,2012-09-13 00:00:00.000000000,"1CJ28",5.96,6.26,13,"Stéphane Mallarmé",58,
0,2012-11-24 00:00:00.000000000,"1CJ28",4.25,4.76,30,"Stéphane Mallarmé",58,
0,2012-10-07 00:00:00.000000000,"1CJ28",2.28,2.81,20,"Stéphane Mallarmé",58,
0,2014-09-14 00:00:00.000000000,"1CJ28",0.31,0.33,24,"Stéphane Mallarmé",58,
1,2011-08-23 00:00:00.000000000,"1CJ28",0.96,0.89,17,"Stéphane Mallarmé",58,
1,2011-09-02 00:00:00.000000000,"1EIY7",9.39,8.83,1,"Stéphane Mallarmé",58,
1,2018-03-11 00:00:00.000000000,"1EIY7",2.8,2.66,14,"Stéphane Mallarmé",58,
0,2012-02-22 00:00:00.000000000,"1EIY7",2.94,3.59,4,"Stéphane Mallarmé",58,
0,2009-02-04 00:00:00.000000000,"1H4DM",8.91,11.47,31,"Stéphane Mallarmé",58,
0,2012-08-10 00:00:00.000000000,"1H4DM",6.82,7.91,21,"Stéphane Mallarmé",58,
0,2019-11-04 00:00:00.000000000,"1IIC6",1.5,1.51,4,"Stéphane Mallarmé",58,
0,2018-03-28 00:00:00.000000000,"1IIC6",1.5,1.77,4,"Stéphane Mallarmé",58,
0,2014-05-03 00:00:00.000000000,"1IIC6",7.39,8.46,5,"Stéphane Mallarmé",58,
0,2009-09-05 00:00:00.000000000,"1IIC6",2.62,3.43,6,"Stéphane Mallarmé",58,
0,2017-10-21 00:00:00.000000000,"1IIC6",6.26,8.21,7,"Stéphane Mallarmé",58,
0,2010-08-03 00:00:00.000000000,"1IIC6",6.26,7.32,7,"Stéphane Mallarmé",58,
0,2019-04-03 00:00:00.000000000,"1IIC6",5.25,5.77,8,"Stéphane Mallarmé",58,
1,2011-12-20 00:00:00.000000000,"1IIC6",6.47,6.02,12,"Stéphane Mallarmé",58,
0,2013-05-08 00:00:00.000000000,"1IX2L",3.47,3.65,4,"Stéphane Mallarmé",58,
0,2016-07-27 00:00:00.000000000,"1IX2L",3.27,3.79,7,"Stéphane Mallarmé",58,
0,2010-02-14 00:00:00.000000000,"1IX2L",3.46,4.33,18,"Stéphane Mallarmé",58,
0,2014-02-24 00:00:00.000000000,"1IX2L",1.26,1.32,19,"Stéphane Mallarmé",58,
0,2018-05-29 00:00:00.000000000,"1IX2L",3.58,4.04,21,"Stéphane Mallarmé",58,
1,2015-09-16 00:00:00.000000000,"1IX2L",6.06,5.57,26,"Stéphane Mallarmé",58,
0,2013-07-10 00:00:00.000000000,"1LGSE",2.34,2.41,4,"Stéphane Mallarmé",58,
1,2009-07-06 00:00:00.000000000,"1MGBO",0.27,0.25,3,"Stéphane Mallarmé",58,
0,2014-01-25 00:00:00.000000000,"1MGBO",8.91,9.9,9,"Stéphane Mallarmé",58,
0,2011-11-10 00:00:00.000000000,"1MGBO",8.91,9.71,9,"Stéphane Mallarmé",58,
0,2010-01-19 00:00:00.000000000,"1MGBO",3.95,4.66,19,"Stéphane Mallarmé",58,
0,2018-11-24 00:00:00.000000000,"1MGBO",0.26,0.31,26,"Stéphane Mallarmé",58,
0,2013-05-19 00:00:00.000000000,"1MR3E",1.56,1.7,8,"Stéphane Mallarmé",58,
0,2017-04-08 00:00:00.000000000,"1MR3E",0.32,0.35,9,"Stéphane Mallarmé",58,
1,2018-12-13 00:00:00.000000000,"1MR3E",5.17,4.76,14,"Stéphane Mallarmé",58,
0,2017-11-26 00:00:00.000000000,"1OT2H",3.89,5.64,1,"Stéphane Mallarmé",58,
0,2009-11-17 00:00:00.000000000,"1OT2H",8.71,8.76,3,"Stéphane Mallarmé",58,
0,2012-03-03 00:00:00.000000000,"1OT2H",8.71,11.47,3,"Stéphane Mallarmé",58,
0,2015-05-23 00:00:00.000000000,"1OT2H",7.02,8.58,5,"Stéphane Mallarmé",58,
1,2019-02-27 00:00:00.000000000,"1OT2H",2.42,2.2,6,"Stéphane Mallarmé",58,
0,2013-10-12 00:00:00.000000000,"1OT2H",5.92,7.5,47,"Stéphane Mallarmé",58,
0,2015-07-07 00:00:00.000000000,"1OT2H",8.53,9.76,8,"Stéphane Mallarmé",58,
0,2015-07-25 00:00:00.000000000,"1OT2H",3.61,4.28,22,"Stéphane Mallarmé",58,
0,2009-03-07 00:00:00.000000000,"1OT2H",1.63,1.78,26,"Stéphane Mallarmé",58,
0,2011-03-26 00:00:00.000000000,"1OT2H",6.73,7.54,34,"Stéphane Mallarmé",58,
0,2012-05-22 00:00:00.000000000,"1OT2H",0.12,0.13,39,"Stéphane Mallarmé",58,
0,2015-07-16 00:00:00.000000000,"1OT2H",5.78,6.31,7,"Stéphane Mallarmé",58,
0,2016-12-04 00:00:00.000000000,"1T1WT",1.32,1.54,10,"Stéphane Mallarmé",58,
0,2012-03-21 00:00:00.000000000,"1T1WT",3.12,3.24,33,"Stéphane Mallarmé",58,
1,2019-09-04 00:00:00.000000000,"1T1WT",8.75,7.96,32,"Stéphane Mallarmé",58,
0,2012-03-20 00:00:00.000000000,"1T1WT",1.81,1.91,13,"Stéphane Mallarmé",58,
0,2012-03-09 00:00:00.000000000,"1URCQ",2.7,2.94,6,"Stéphane Mallarmé",58,
0,2014-11-26 00:00:00.000000000,"1URCQ",2.7,3.56,6,"Stéphane Mallarmé",58,
0,2013-05-14 00:00:00.000000000,"1URCQ",4.61,5.35,21,"Stéphane Mallarmé",58,
0,2018-07-04 00:00:00.000000000,"1URCQ",8.42,10.93,16,"Stéphane Mallarmé",58,
0,2018-12-07 00:00:00.000000000,"1URCQ",2.76,2.79,15,"Stéphane Mallarmé",58,
0,2017-10-24 00:00:00.000000000,"1W8DO",7.93,9.19,21,"Stéphane Mallarmé",58,
0,2018-05-04 00:00:00.000000000,"1W8DO",6.28,7.03,45,"Stéphane Mallarmé",58,
1,2019-05-04 00:00:00.000000000,"1W8DO",3.1,2.88,3,"Stéphane Mallarmé",58,
0,2017-10-13 00:00:00.000000000,"1W8DO",8.52,9.2,5,"Stéphane Mallarmé",58,
0,2019-07-02 00:00:00.000000000,"1W8DO",2.87,3.42,8,"Stéphane Mallarmé",58,
1,2019-07-05 00:00:00.000000000,"1W8DO",1.48,1.46,11,"Stéphane Mallarmé",58,
0,2010-05-13 00:00:00.000000000,"1W8DO",3.37,3.63,47,"Stéphane Mallarmé",58,
0,2010-06-30 00:00:00.000000000,"1W8DO",5.64,5.69,22,"Stéphane Mallarmé",58,
0,2019-05-19 00:00:00.000000000,"1W8DO",0.72,0.77,32,"Stéphane Mallarmé",58,
1,2018-04-27 00:00:00.000000000,"1W8DO",1.94,1.82,33,"Stéphane Mallarmé",58,
0,2010-02-27 00:00:00.000000000,"1W8DO",2.82,3.41,42,"Stéphane Mallarmé",58,
1,2019-07-23 00:00:00.000000000,"1W8DO",7.02,6.88,43,"Stéphane Mallarmé",58,
1,2016-08-10 00:00:00.000000000,"1W8E0",9.33,8.67,8,"Stéphane Mallarmé",58,
0,2014-06-22 00:00:00.000000000,"1W8E0",1.73,2.07,6,"Stéphane Mallarmé",58,
0,2011-03-28 00:00:00.000000000,"1XV6A",6.03,6.64,13,"Stéphane Mallarmé",58,
1,2009-02-09 00:00:00.000000000,"1XV6A",0.95,0.88,5,"Stéphane Mallarmé",58,
0,2013-07-04 00:00:00.000000000,"1XV6A",4.19,5.08,10,"Stéphane Mallarmé",58,
0,2013-08-02 00:00:00.000000000,"20XCP",2.83,3.17,13,"Stéphane Mallarmé",58,
0,2011-02-03 00:00:00.000000000,"20XCP",7.33,7.77,15,"Stéphane Mallarmé",58,
0,2010-11-12 00:00:00.000000000,"20XCP",6.92,7.89,26,"Stéphane Mallarmé",58,
1,2014-12-17 00:00:00.000000000,"20XCP",1.51,1.36,7,"Stéphane Mallarmé",58,
0,2015-08-09 00:00:00.000000000,"20XCP",3.04,3.81,6,"Stéphane Mallarmé",58,
0,2017-11-18 00:00:00.000000000,"20XCP",3.7,4.06,8,"Stéphane Mallarmé",58,
0,2014-04-29 00:00:00.000000000,"20XCP",3.04,3.19,6,"Stéphane Mallarmé",58,
1,2019-09-17 00:00:00.000000000,"2228Z",1.21,1.2,10,"Stéphane Mallarmé",58,
0,2012-12-16 00:00:00.000000000,"2228Z",6.98,8.06,8,"Stéphane Mallarmé",58,
0,2010-11-30 00:00:00.000000000,"2228Z",6.98,8.03,8,"Stéphane Mallarmé",58,
0,2019-08-20 00:00:00.000000000,"2228Z",5.8,5.92,28,"Stéphane Mallarmé",58,
0,2012-08-01 00:00:00.000000000,"23Y9E",5.68,5.68,1,"Stéphane Mallarmé",58,
0,2017-09-06 00:00:00.000000000,"23Y9E",0.64,0.73,5,"Stéphane Mallarmé",58,
0,2012-06-14 00:00:00.000000000,"23Y9E",5.68,6.02,1,"Stéphane Mallarmé",58,
0,2017-05-08 00:00:00.000000000,"24RYV",3.75,4.31,4,"Stéphane Mallarmé",58,
