"RESULTADO","DATA_EXECUCAO","PRODUTO","TEMPO_PLAN","TEMPO_REAL","OPERACAO","NOME","ID_PESSOA",
0,2009-07-02 00:00:00.000000000,"AEKO3",7.83,8.45,1,"Francesco Cossiga",107,
0,2017-05-30 00:00:00.000000000,"AEKO3",2.05,2.34,36,"Francesco Cossiga",107,
0,2009-07-14 00:00:00.000000000,"AEKO3",1,1.01,24,"Francesco Cossiga",107,
1,2010-09-17 00:00:00.000000000,"AEKO3",8.9,8.1,22,"Francesco Cossiga",107,
0,2013-01-22 00:00:00.000000000,"AEKO3",1.06,1.15,20,"Francesco Cossiga",107,
1,2019-05-13 00:00:00.000000000,"AEKO3",7.11,6.68,14,"Francesco Cossiga",107,
0,2015-12-01 00:00:00.000000000,"AE8NP",4.34,4.43,4,"Francesco Cossiga",107,
0,2009-01-15 00:00:00.000000000,"AE8NP",4.65,5.07,17,"Francesco Cossiga",107,
0,2010-08-22 00:00:00.000000000,"AE8NP",4.65,5.48,17,"Francesco Cossiga",107,
1,2011-10-16 00:00:00.000000000,"AHAE7",3.8,3.64,6,"Francesco Cossiga",107,
1,2014-08-11 00:00:00.000000000,"AHAE7",2.87,2.82,35,"Francesco Cossiga",107,
0,2013-12-06 00:00:00.000000000,"AHAE7",3.17,3.39,33,"Francesco Cossiga",107,
0,2010-10-03 00:00:00.000000000,"AHAE7",7.78,9.41,28,"Francesco Cossiga",107,
0,2017-12-09 00:00:00.000000000,"AHAE7",7.1,8.67,17,"Francesco Cossiga",107,
0,2013-11-27 00:00:00.000000000,"AHAE7",3.8,4.6,16,"Francesco Cossiga",107,
0,2014-07-30 00:00:00.000000000,"AHAE7",1.33,1.41,14,"Francesco Cossiga",107,
0,2013-11-26 00:00:00.000000000,"AHAE7",1.33,1.57,14,"Francesco Cossiga",107,
0,2013-03-20 00:00:00.000000000,"AHAE7",3.28,3.28,9,"Francesco Cossiga",107,
0,2011-03-24 00:00:00.000000000,"AHCKE",5.61,5.83,6,"Francesco Cossiga",107,
0,2010-03-27 00:00:00.000000000,"AHCKE",0.16,0.16,34,"Francesco Cossiga",107,
0,2016-01-14 00:00:00.000000000,"AHCKE",4.87,5.75,27,"Francesco Cossiga",107,
0,2013-04-16 00:00:00.000000000,"AHCKE",4.87,5.12,27,"Francesco Cossiga",107,
0,2016-05-17 00:00:00.000000000,"AHCKE",3.88,4.61,26,"Francesco Cossiga",107,
0,2009-05-05 00:00:00.000000000,"AHCKE",1.3,1.31,24,"Francesco Cossiga",107,
1,2016-05-13 00:00:00.000000000,"AHCKE",4.74,4.41,17,"Francesco Cossiga",107,
1,2010-02-09 00:00:00.000000000,"AHCKE",7.24,6.58,16,"Francesco Cossiga",107,
0,2009-09-21 00:00:00.000000000,"AHCKE",7.35,8.09,10,"Francesco Cossiga",107,
0,2010-10-21 00:00:00.000000000,"AHCKE",9.34,9.52,9,"Francesco Cossiga",107,
0,2011-08-23 00:00:00.000000000,"AHCKE",9.77,11.53,8,"Francesco Cossiga",107,
1,2009-07-13 00:00:00.000000000,"AHCKE",4.42,4.06,7,"Francesco Cossiga",107,
0,2010-08-03 00:00:00.000000000,"AHF52",0.18,0.21,8,"Francesco Cossiga",107,
0,2013-02-24 00:00:00.000000000,"AHF52",6.59,7.11,28,"Francesco Cossiga",107,
0,2013-02-22 00:00:00.000000000,"AHF52",4.6,5.1,23,"Francesco Cossiga",107,
0,2011-05-18 00:00:00.000000000,"AHF52",5.6,6.45,19,"Francesco Cossiga",107,
0,2010-06-12 00:00:00.000000000,"AHF52",9.49,11.97,9,"Francesco Cossiga",107,
1,2011-11-15 00:00:00.000000000,"AHF52",0.18,0.16,8,"Francesco Cossiga",107,
0,2015-08-01 00:00:00.000000000,"AH0E0",3.25,3.82,9,"Francesco Cossiga",107,
0,2018-08-05 00:00:00.000000000,"AH0E0",6.31,7.36,33,"Francesco Cossiga",107,
0,2017-04-19 00:00:00.000000000,"AH0E0",5.3,6.1,19,"Francesco Cossiga",107,
0,2018-10-04 00:00:00.000000000,"AH0E0",0.11,0.12,10,"Francesco Cossiga",107,
0,2009-12-11 00:00:00.000000000,"AJBZ0",7.44,8.78,1,"Francesco Cossiga",107,
0,2009-04-03 00:00:00.000000000,"AJBZ0",1.76,2.08,46,"Francesco Cossiga",107,
0,2018-05-26 00:00:00.000000000,"AJBZ0",1.94,2.06,40,"Francesco Cossiga",107,
1,2016-10-14 00:00:00.000000000,"AJBZ0",1.14,1.13,31,"Francesco Cossiga",107,
0,2009-12-12 00:00:00.000000000,"AJBZ0",0.53,0.54,17,"Francesco Cossiga",107,
0,2017-08-27 00:00:00.000000000,"AJBZ0",7.65,8.39,5,"Francesco Cossiga",107,
1,2012-03-14 00:00:00.000000000,"AJVOG",5.74,5.51,5,"Francesco Cossiga",107,
0,2013-10-29 00:00:00.000000000,"AJVOG",8.36,8.95,42,"Francesco Cossiga",107,
0,2013-07-03 00:00:00.000000000,"AJVOG",1.4,1.62,27,"Francesco Cossiga",107,
1,2018-08-19 00:00:00.000000000,"AJVOG",9.53,9.33,19,"Francesco Cossiga",107,
0,2019-11-21 00:00:00.000000000,"AJVOG",5.74,6.49,5,"Francesco Cossiga",107,
0,2018-03-11 00:00:00.000000000,"AK33R",5.58,6.69,7,"Francesco Cossiga",107,
0,2018-08-22 00:00:00.000000000,"AL5E4",6.67,7.34,3,"Francesco Cossiga",107,
0,2018-05-30 00:00:00.000000000,"AL5E4",2.13,2.37,16,"Francesco Cossiga",107,
0,2015-12-07 00:00:00.000000000,"AM6EH",1.99,2.17,2,"Francesco Cossiga",107,
1,2012-06-05 00:00:00.000000000,"AM6EH",3.65,3.36,7,"Francesco Cossiga",107,
1,2016-06-17 00:00:00.000000000,"AM6EH",7.04,6.9,6,"Francesco Cossiga",107,
0,2014-03-16 00:00:00.000000000,"AODV3",8.13,8.29,3,"Francesco Cossiga",107,
0,2009-08-02 00:00:00.000000000,"AOM3I",8.04,10,1,"Francesco Cossiga",107,
0,2011-01-19 00:00:00.000000000,"AOM3I",5.06,5.77,23,"Francesco Cossiga",107,
0,2010-05-20 00:00:00.000000000,"AOM3I",7.22,8.16,22,"Francesco Cossiga",107,
0,2016-12-23 00:00:00.000000000,"AOM3I",6.13,7.12,10,"Francesco Cossiga",107,
1,2013-01-11 00:00:00.000000000,"AOM3I",8.44,7.85,7,"Francesco Cossiga",107,
1,2017-06-02 00:00:00.000000000,"APEJQ",3.89,3.66,3,"Francesco Cossiga",107,
1,2016-12-26 00:00:00.000000000,"APEJQ",6.94,6.38,25,"Francesco Cossiga",107,
0,2010-01-20 00:00:00.000000000,"APEJQ",1.78,1.87,18,"Francesco Cossiga",107,
0,2016-11-30 00:00:00.000000000,"APEJQ",1.96,2.06,11,"Francesco Cossiga",107,
0,2012-06-24 00:00:00.000000000,"ARZ2R",2.24,2.4,1,"Francesco Cossiga",107,
0,2016-04-24 00:00:00.000000000,"ARZ2R",2.91,2.97,7,"Francesco Cossiga",107,
0,2010-12-15 00:00:00.000000000,"AYAJU",8.98,10.78,8,"Francesco Cossiga",107,
0,2009-03-08 00:00:00.000000000,"AYAJU",5.82,6.05,20,"Francesco Cossiga",107,
0,2009-03-07 00:00:00.000000000,"AYAJU",8.51,10.08,18,"Francesco Cossiga",107,
1,2010-08-05 00:00:00.000000000,"AYAJU",9.01,8.47,10,"Francesco Cossiga",107,
1,2019-01-22 00:00:00.000000000,"A2IXF",8.74,8.04,1,"Francesco Cossiga",107,
1,2018-03-13 00:00:00.000000000,"A2IXF",8.4,7.98,41,"Francesco Cossiga",107,
0,2011-08-12 00:00:00.000000000,"A2IXF",1.22,1.34,38,"Francesco Cossiga",107,
0,2011-04-02 00:00:00.000000000,"A2IXF",1.22,1.53,38,"Francesco Cossiga",107,
0,2016-03-05 00:00:00.000000000,"A2IXF",2.1,2.51,35,"Francesco Cossiga",107,
0,2011-03-30 00:00:00.000000000,"A2IXF",3.68,4.38,34,"Francesco Cossiga",107,
0,2014-08-27 00:00:00.000000000,"A2IXF",6.74,7.28,24,"Francesco Cossiga",107,
0,2018-03-07 00:00:00.000000000,"A2IXF",5.91,6.44,23,"Francesco Cossiga",107,
0,2019-11-25 00:00:00.000000000,"A2IXF",9.33,10.27,21,"Francesco Cossiga",107,
1,2009-10-27 00:00:00.000000000,"A2IXF",0.36,0.35,17,"Francesco Cossiga",107,
0,2015-04-14 00:00:00.000000000,"A2IXF",4.38,5,16,"Francesco Cossiga",107,
0,2010-05-31 00:00:00.000000000,"A2IXF",6.09,6.49,13,"Francesco Cossiga",107,
0,2011-08-03 00:00:00.000000000,"A2IXF",3.8,4.34,11,"Francesco Cossiga",107,
0,2009-07-02 00:00:00.000000000,"A2IXF",5.59,6.04,9,"Francesco Cossiga",107,
0,2013-05-13 00:00:00.000000000,"A2IXF",0.57,0.64,5,"Francesco Cossiga",107,
0,2009-06-12 00:00:00.000000000,"A2V3K",0.97,1.08,13,"Francesco Cossiga",107,
0,2012-11-09 00:00:00.000000000,"A2V3K",5.9,6.49,41,"Francesco Cossiga",107,
0,2009-11-18 00:00:00.000000000,"A2V3K",7.88,8.35,34,"Francesco Cossiga",107,
0,2009-11-15 00:00:00.000000000,"A2V3K",7.56,9.05,30,"Francesco Cossiga",107,
1,2017-11-18 00:00:00.000000000,"A2V3K",1.62,1.59,21,"Francesco Cossiga",107,
0,2009-04-28 00:00:00.000000000,"A2V3K",3.18,3.3,19,"Francesco Cossiga",107,
0,2009-12-09 00:00:00.000000000,"A233P",4.58,5.45,2,"Francesco Cossiga",107,
0,2019-06-15 00:00:00.000000000,"A233P",9.62,12.69,12,"Francesco Cossiga",107,
0,2018-04-04 00:00:00.000000000,"A233P",9.62,11.45,12,"Francesco Cossiga",107,
0,2012-08-15 00:00:00.000000000,"A233P",3.26,3.36,6,"Francesco Cossiga",107,
0,2010-06-12 00:00:00.000000000,"A233P",4.95,5.62,3,"Francesco Cossiga",107,
0,2015-11-21 00:00:00.000000000,"A4R06",7.06,8.47,2,"Francesco Cossiga",107,
0,2018-06-16 00:00:00.000000000,"A4R06",3.21,3.61,8,"Francesco Cossiga",107,
0,2015-09-07 00:00:00.000000000,"A4R06",1.21,1.4,7,"Francesco Cossiga",107,
1,2012-06-22 00:00:00.000000000,"A4R06",8.94,8.76,3,"Francesco Cossiga",107,
1,2012-01-22 00:00:00.000000000,"A59HR",6.62,6.49,10,"Francesco Cossiga",107,
0,2016-08-25 00:00:00.000000000,"A59HR",9.95,11.84,22,"Francesco Cossiga",107,
0,2015-01-03 00:00:00.000000000,"A59HR",4.62,5.73,21,"Francesco Cossiga",107,
0,2019-03-20 00:00:00.000000000,"A59HR",9.92,10.22,18,"Francesco Cossiga",107,
0,2010-05-22 00:00:00.000000000,"A59HR",9.92,11.68,18,"Francesco Cossiga",107,
0,2017-12-08 00:00:00.000000000,"A6Z4C",5.98,6.94,2,"Francesco Cossiga",107,
0,2010-03-29 00:00:00.000000000,"A6Z4C",0.01,0.01,39,"Francesco Cossiga",107,
1,2017-12-28 00:00:00.000000000,"A6Z4C",8.94,8.04,34,"Francesco Cossiga",107,
1,2009-04-01 00:00:00.000000000,"A6Z4C",0.18,0.17,22,"Francesco Cossiga",107,
0,2015-06-07 00:00:00.000000000,"A6Z4C",0.18,0.18,22,"Francesco Cossiga",107,
0,2018-10-25 00:00:00.000000000,"A6Z4C",3.9,4.53,15,"Francesco Cossiga",107,
0,2017-04-23 00:00:00.000000000,"A6Z4C",7.35,8.71,13,"Francesco Cossiga",107,
0,2017-06-20 00:00:00.000000000,"A6Z4C",10,10.4,6,"Francesco Cossiga",107,
1,2019-02-12 00:00:00.000000000,"A72OR",1.63,1.47,11,"Francesco Cossiga",107,
0,2017-01-16 00:00:00.000000000,"A72X8",2.69,3.29,1,"Francesco Cossiga",107,
0,2013-11-25 00:00:00.000000000,"A72X8",6.29,6.42,20,"Francesco Cossiga",107,
0,2019-04-18 00:00:00.000000000,"A72X8",2.45,2.81,11,"Francesco Cossiga",107,
1,2013-12-26 00:00:00.000000000,"A72X8",0.52,0.49,10,"Francesco Cossiga",107,
0,2010-05-19 00:00:00.000000000,"A72X8",8.23,8.97,7,"Francesco Cossiga",107,
0,2018-11-22 00:00:00.000000000,"A8OCS",0.76,0.81,1,"Francesco Cossiga",107,
0,2010-10-17 00:00:00.000000000,"A8OCS",8.06,10.48,8,"Francesco Cossiga",107,
0,2013-07-22 00:00:00.000000000,"A8OCS",6.25,7.13,4,"Francesco Cossiga",107,
0,2016-07-24 00:00:00.000000000,"A8OCS",7.07,7.71,2,"Francesco Cossiga",107,
0,2012-10-22 00:00:00.000000000,"A80CI",5.07,5.94,1,"Francesco Cossiga",107,
0,2010-12-28 00:00:00.000000000,"A80CI",5.41,5.84,8,"Francesco Cossiga",107,
0,2009-01-21 00:00:00.000000000,"A9P11",2.03,2.59,6,"Francesco Cossiga",107,
0,2014-12-29 00:00:00.000000000,"A9P11",3.74,3.96,45,"Francesco Cossiga",107,
0,2015-03-15 00:00:00.000000000,"A9P11",2.52,2.93,42,"Francesco Cossiga",107,
0,2009-03-27 00:00:00.000000000,"A9P11",7.12,8.33,18,"Francesco Cossiga",107,
0,2016-08-05 00:00:00.000000000,"A9P11",1.57,1.86,12,"Francesco Cossiga",107,
1,2010-09-02 00:00:00.000000000,"A9P11",7.07,7,7,"Francesco Cossiga",107,
0,2018-08-10 00:00:00.000000000,"A9ZQG",9.82,11.69,3,"Francesco Cossiga",107,
0,2018-09-22 00:00:00.000000000,"A9ZQG",1.81,1.85,10,"Francesco Cossiga",107,
0,2019-09-29 00:00:00.000000000,"BA88U",6.6,8.8,1,"Francesco Cossiga",107,
0,2012-06-02 00:00:00.000000000,"BA88U",0.4,0.48,12,"Francesco Cossiga",107,
1,2010-09-03 00:00:00.000000000,"BA88U",8.06,7.58,9,"Francesco Cossiga",107,
0,2011-01-28 00:00:00.000000000,"BA88U",9.75,11.11,7,"Francesco Cossiga",107,
1,2013-11-22 00:00:00.000000000,"BBC93",7.81,7.18,2,"Francesco Cossiga",107,
0,2018-05-13 00:00:00.000000000,"BBC93",8.42,9.18,46,"Francesco Cossiga",107,
0,2012-03-09 00:00:00.000000000,"BBC93",3.87,4.33,44,"Francesco Cossiga",107,
0,2018-01-03 00:00:00.000000000,"BBC93",0.5,0.56,34,"Francesco Cossiga",107,
1,2017-05-29 00:00:00.000000000,"BBC93",9.39,8.45,26,"Francesco Cossiga",107,
0,2013-09-21 00:00:00.000000000,"BBC93",5.73,5.94,24,"Francesco Cossiga",107,
0,2016-01-08 00:00:00.000000000,"BBC93",1.91,2.23,21,"Francesco Cossiga",107,
0,2016-12-20 00:00:00.000000000,"BBC93",6.6,6.67,20,"Francesco Cossiga",107,
1,2013-12-05 00:00:00.000000000,"BBC93",5.51,5.18,19,"Francesco Cossiga",107,
0,2011-06-24 00:00:00.000000000,"BBC93",7.78,8.49,18,"Francesco Cossiga",107,
0,2017-10-01 00:00:00.000000000,"BBC93",8.12,8.55,17,"Francesco Cossiga",107,
1,2013-11-27 00:00:00.000000000,"BBC93",4.43,4.29,11,"Francesco Cossiga",107,
1,2018-12-17 00:00:00.000000000,"BCE9N",1.14,1.06,4,"Francesco Cossiga",107,
0,2014-04-16 00:00:00.000000000,"BCE9N",8.56,8.91,45,"Francesco Cossiga",107,
0,2018-09-06 00:00:00.000000000,"BCE9N",7.67,8.59,38,"Francesco Cossiga",107,
0,2018-04-22 00:00:00.000000000,"BCE9N",9.6,10.48,37,"Francesco Cossiga",107,
1,2016-02-29 00:00:00.000000000,"BCL2Q",3.25,3.03,3,"Francesco Cossiga",107,
0,2009-08-30 00:00:00.000000000,"BCL2Q",6.58,8.46,45,"Francesco Cossiga",107,
0,2011-01-15 00:00:00.000000000,"BCL2Q",1.43,1.68,44,"Francesco Cossiga",107,
0,2014-03-19 00:00:00.000000000,"BCL2Q",0.23,0.25,41,"Francesco Cossiga",107,
0,2017-11-05 00:00:00.000000000,"BCL2Q",5.7,7.35,32,"Francesco Cossiga",107,
0,2018-03-07 00:00:00.000000000,"BCL2Q",3.34,4,19,"Francesco Cossiga",107,
1,2011-12-17 00:00:00.000000000,"BCL2Q",4.22,4.05,18,"Francesco Cossiga",107,
1,2016-03-05 00:00:00.000000000,"BCL2Q",4.42,4.15,13,"Francesco Cossiga",107,
1,2014-07-25 00:00:00.000000000,"BCL2Q",3.82,3.48,9,"Francesco Cossiga",107,
0,2014-12-11 00:00:00.000000000,"BCL2Q",8.88,9.67,8,"Francesco Cossiga",107,
1,2016-02-29 00:00:00.000000000,"BCL2Q",8.84,8.58,6,"Francesco Cossiga",107,
0,2011-12-12 00:00:00.000000000,"BCL2Q",0.78,0.88,4,"Francesco Cossiga",107,
0,2015-12-06 00:00:00.000000000,"BC7PM",6.44,7.14,8,"Francesco Cossiga",107,
0,2015-06-09 00:00:00.000000000,"BC7PM",4.45,5.26,10,"Francesco Cossiga",107,
0,2011-11-28 00:00:00.000000000,"BDD5Z",6.86,8.03,1,"Francesco Cossiga",107,
0,2013-04-02 00:00:00.000000000,"BDD5Z",4.64,4.64,3,"Francesco Cossiga",107,
0,2009-01-05 00:00:00.000000000,"BDD5Z",4.63,5.23,2,"Francesco Cossiga",107,
0,2016-10-12 00:00:00.000000000,"BI6K5",3.02,3.29,8,"Francesco Cossiga",107,
0,2015-09-20 00:00:00.000000000,"BI6K5",7.61,8.07,30,"Francesco Cossiga",107,
0,2016-06-13 00:00:00.000000000,"BI6K5",9.43,10.65,24,"Francesco Cossiga",107,
1,2012-01-12 00:00:00.000000000,"BI6K5",3.8,3.61,19,"Francesco Cossiga",107,
0,2019-04-13 00:00:00.000000000,"BI6K5",3.8,4.7,19,"Francesco Cossiga",107,
0,2010-03-06 00:00:00.000000000,"BJ6WL",2.23,3,1,"Francesco Cossiga",107,
0,2014-07-13 00:00:00.000000000,"BJ6WL",9.12,10.13,14,"Francesco Cossiga",107,
0,2014-05-13 00:00:00.000000000,"BJ6WL",8.95,9.31,13,"Francesco Cossiga",107,
1,2018-10-19 00:00:00.000000000,"BJ6WL",2.13,2.07,10,"Francesco Cossiga",107,
1,2012-05-19 00:00:00.000000000,"BJ6WL",2.23,2.19,1,"Francesco Cossiga",107,
0,2016-06-20 00:00:00.000000000,"BKHWL",1,1.02,1,"Francesco Cossiga",107,
0,2012-07-16 00:00:00.000000000,"BKHWL",7.62,7.62,31,"Francesco Cossiga",107,
0,2013-07-25 00:00:00.000000000,"BKHWL",0.48,0.6,30,"Francesco Cossiga",107,
0,2010-01-04 00:00:00.000000000,"BKHWL",9.76,9.88,27,"Francesco Cossiga",107,
0,2017-09-21 00:00:00.000000000,"BKHWL",0.82,0.89,26,"Francesco Cossiga",107,
0,2017-09-17 00:00:00.000000000,"BKHWL",4.16,5.38,20,"Francesco Cossiga",107,
0,2019-08-28 00:00:00.000000000,"BKHWL",7.11,7.96,6,"Francesco Cossiga",107,
1,2010-12-29 00:00:00.000000000,"BKO3J",5.01,4.55,1,"Francesco Cossiga",107,
1,2011-05-31 00:00:00.000000000,"BKO3J",6.12,5.63,28,"Francesco Cossiga",107,
1,2013-10-15 00:00:00.000000000,"BKO3J",7.68,7.52,21,"Francesco Cossiga",107,
0,2019-10-20 00:00:00.000000000,"BKQSZ",5.56,5.73,1,"Francesco Cossiga",107,
0,2009-05-03 00:00:00.000000000,"BKQSZ",3.59,4.23,18,"Francesco Cossiga",107,
1,2018-02-16 00:00:00.000000000,"BKQSZ",5.17,4.76,17,"Francesco Cossiga",107,
0,2010-12-26 00:00:00.000000000,"BKQSZ",5.18,6.32,8,"Francesco Cossiga",107,
1,2014-05-14 00:00:00.000000000,"BK9BM",9.9,9.7,11,"Francesco Cossiga",107,
0,2015-06-06 00:00:00.000000000,"BLH3I",0.06,0.08,1,"Francesco Cossiga",107,
1,2018-09-25 00:00:00.000000000,"BLH3I",5.69,5.12,9,"Francesco Cossiga",107,
0,2012-05-19 00:00:00.000000000,"BMVO0",8.98,8.98,21,"Francesco Cossiga",107,
1,2015-03-16 00:00:00.000000000,"BMVO0",8.77,8.51,30,"Francesco Cossiga",107,
0,2012-06-08 00:00:00.000000000,"BMVO0",1.71,1.98,28,"Francesco Cossiga",107,
1,2018-02-20 00:00:00.000000000,"BMVO0",8.98,8.53,21,"Francesco Cossiga",107,
1,2010-07-20 00:00:00.000000000,"BOH1U",6.84,6.23,20,"Francesco Cossiga",107,
0,2010-12-07 00:00:00.000000000,"BOH1U",2.23,2.57,31,"Francesco Cossiga",107,
1,2011-09-12 00:00:00.000000000,"BOH1U",8.82,8.21,24,"Francesco Cossiga",107,
0,2018-04-22 00:00:00.000000000,"BP4WV",0.09,0.11,6,"Francesco Cossiga",107,
0,2017-12-04 00:00:00.000000000,"BP4WV",8.36,8.36,36,"Francesco Cossiga",107,
0,2011-05-14 00:00:00.000000000,"BP4WV",8.36,8.47,36,"Francesco Cossiga",107,
0,2014-10-09 00:00:00.000000000,"BP4WV",7.58,7.73,30,"Francesco Cossiga",107,
0,2012-01-16 00:00:00.000000000,"BP4WV",9.32,12.2,28,"Francesco Cossiga",107,
0,2015-11-12 00:00:00.000000000,"BP4WV",6.35,7.12,27,"Francesco Cossiga",107,
0,2014-05-04 00:00:00.000000000,"BP4WV",0.98,1.01,26,"Francesco Cossiga",107,
0,2015-11-07 00:00:00.000000000,"BP4WV",2.39,2.71,12,"Francesco Cossiga",107,
0,2017-06-08 00:00:00.000000000,"BP4WV",2.39,2.44,12,"Francesco Cossiga",107,
0,2017-02-06 00:00:00.000000000,"BSUIE",6.89,7.99,8,"Francesco Cossiga",107,
0,2016-07-16 00:00:00.000000000,"BSUIE",3.41,3.72,26,"Francesco Cossiga",107,
0,2016-11-01 00:00:00.000000000,"BSUIE",1.68,1.89,25,"Francesco Cossiga",107,
0,2009-08-13 00:00:00.000000000,"BUR2C",6.76,8.11,11,"Francesco Cossiga",107,
1,2018-12-19 00:00:00.000000000,"BUR2C",0.52,0.5,23,"Francesco Cossiga",107,
0,2014-09-24 00:00:00.000000000,"BUR2C",9.15,9.6,12,"Francesco Cossiga",107,
0,2009-08-17 00:00:00.000000000,"BW1M6",4.65,5.53,6,"Francesco Cossiga",107,
1,2016-02-20 00:00:00.000000000,"BW1M6",4.3,4,42,"Francesco Cossiga",107,
0,2016-12-17 00:00:00.000000000,"BW1M6",4.3,4.93,42,"Francesco Cossiga",107,
0,2013-12-30 00:00:00.000000000,"BW1M6",1.55,1.64,40,"Francesco Cossiga",107,
0,2018-01-28 00:00:00.000000000,"BW1M6",1.23,1.35,29,"Francesco Cossiga",107,
0,2019-06-28 00:00:00.000000000,"BW1M6",6.8,7.27,28,"Francesco Cossiga",107,
0,2016-12-05 00:00:00.000000000,"BW1M6",2.32,2.74,24,"Francesco Cossiga",107,
0,2009-08-25 00:00:00.000000000,"BW1M6",8.47,10.17,23,"Francesco Cossiga",107,
0,2016-11-07 00:00:00.000000000,"BX9Z0",8.61,8.86,2,"Francesco Cossiga",107,
0,2014-08-30 00:00:00.000000000,"BY3NU",0.27,0.31,3,"Francesco Cossiga",107,
1,2009-02-01 00:00:00.000000000,"BZL5V",2.36,2.28,3,"Francesco Cossiga",107,
1,2010-08-12 00:00:00.000000000,"BZL5V",3.6,3.38,31,"Francesco Cossiga",107,
1,2012-10-10 00:00:00.000000000,"BZL5V",2.34,2.27,29,"Francesco Cossiga",107,
1,2010-08-11 00:00:00.000000000,"BZL5V",2.34,2.29,29,"Francesco Cossiga",107,
0,2009-02-16 00:00:00.000000000,"BZL5V",3.4,3.9,27,"Francesco Cossiga",107,
0,2009-02-23 00:00:00.000000000,"BZL5V",3,3.15,24,"Francesco Cossiga",107,
1,2015-04-23 00:00:00.000000000,"BZL5V",6.75,6.07,23,"Francesco Cossiga",107,
1,2015-04-18 00:00:00.000000000,"BZL5V",3.51,3.46,14,"Francesco Cossiga",107,
1,2009-02-13 00:00:00.000000000,"BZL5V",6,5.94,13,"Francesco Cossiga",107,
0,2015-04-17 00:00:00.000000000,"BZL5V",6,6.6,13,"Francesco Cossiga",107,
0,2012-10-22 00:00:00.000000000,"BZL5V",1.4,1.47,11,"Francesco Cossiga",107,
0,2012-09-27 00:00:00.000000000,"BZL5V",8.75,9.8,9,"Francesco Cossiga",107,
0,2009-02-01 00:00:00.000000000,"BZL5V",3.11,4.21,4,"Francesco Cossiga",107,
0,2019-08-27 00:00:00.000000000,"B0AQH",7.95,8.83,8,"Francesco Cossiga",107,
0,2013-04-05 00:00:00.000000000,"B2IW9",2.53,2.83,2,"Francesco Cossiga",107,
0,2013-08-10 00:00:00.000000000,"B2IW9",4.72,4.8,4,"Francesco Cossiga",107,
1,2014-10-02 00:00:00.000000000,"B2IW9",4.4,4.09,3,"Francesco Cossiga",107,
1,2012-12-22 00:00:00.000000000,"B32W0",9.62,9.56,10,"Francesco Cossiga",107,
0,2019-08-23 00:00:00.000000000,"B32W0",0.48,0.52,48,"Francesco Cossiga",107,
0,2014-10-09 00:00:00.000000000,"B32W0",4.19,4.9,47,"Francesco Cossiga",107,
0,2019-08-12 00:00:00.000000000,"B32W0",0.52,0.52,42,"Francesco Cossiga",107,
0,2019-08-10 00:00:00.000000000,"B32W0",8.39,10.43,40,"Francesco Cossiga",107,
0,2012-12-24 00:00:00.000000000,"B32W0",9.48,11.04,36,"Francesco Cossiga",107,
0,2014-05-18 00:00:00.000000000,"B32W0",4.43,4.47,35,"Francesco Cossiga",107,
0,2013-01-03 00:00:00.000000000,"B32W0",1.44,1.7,34,"Francesco Cossiga",107,
